word,up,down,total,polar_score,polarity
지상전/NNG,7,22,29,0.28839389669941917,Dovish
경쟁업체/NNG,10,14,24,0.6474148701415533,Dovish
만일/NNG,138,185,323,0.6761110968180978,Dovish
자산/NNG;매입/NNG;확대/NNG,6,12,18,0.4531904090990872,Dovish
매크로팀/NNG,6,11,17,0.49438953719900425,Dovish
통화신용정책/NNG,21,46,67,0.413782547438297,Dovish
없애/VV,41,60,101,0.6193602257687525,Dovish
특수/NNG,576,746,1322,0.6998329105658827,Dovish
원자재/NNG;가격/NNG;안정/NNG,8,11,19,0.6591860495986723,Dovish
기전/NNG,8,10,18,0.7251046545585396,Dovish
가득/MAG,14,27,41,0.4699752390657201,Dovish
전월세/NNG,30,104,134,0.2614560052494734,Dovish
금융지원/NNG;확대/NNG,8,11,19,0.6591860495986723,Dovish
순이자마진/NNG;개선/NNG,7,11,18,0.5767877933988383,Dovish
골고루/MAG,10,15,25,0.604253878798783,Dovish
옮겨갈/VV,20,27,47,0.6713931986653144,Dovish
치닫/VV,22,29,51,0.6875992413917185,Dovish
적발/NNG,8,24,32,0.3021269393993915,Dovish
예언/NNG,7,19,26,0.3339297751256432,Dovish
돌풍/NNG,5,18,23,0.25177244949949296,Dovish
이윤/NNG,9,30,39,0.27191424545945236,Dovish
일단락/NNG,99,133,232,0.6746744436211976,Dovish
송환/NNG,24,34,58,0.639798224610476,Dovish
기수/NNG,8,21,29,0.3452879307421617,Dovish
높/VA;fed/NNG;금리/NNG;인상/NNG,13,19,32,0.6201552966619088,Dovish
국채/NNG;선호/NNG,10,14,24,0.6474148701415533,Dovish
시중/NNG;금리/NNG;하락/NNG,11,14,25,0.7121563571557085,Dovish
수탁자/NNG,21,27,48,0.7049628585985801,Dovish
적시/NNG,44,53,97,0.7524670943532014,Dovish
채권/NNG;금리/NNG;하락/NNG,80,102,182,0.7108869162338624,Dovish
입금/NNG,23,40,63,0.5211689704639503,Dovish
혹시나/MAG,7,20,27,0.31723328636936104,Dovish
퇴퇴/MAG,5,12,17,0.3776586742492394,Dovish
단기/NNG;금리/NNG;오르/VV,10,18,28,0.5035448989989859,Dovish
우선주/NNG,65,79,144,0.7457563694035612,Dovish
유료/NNG,9,16,25,0.5098392102364732,Dovish
테마/NNG,118,146,264,0.732554359913593,Dovish
개혁회의/NNG,2,21,23,0.08632198268554042,Dovish
인하/NNG;효과/NNG,31,62,93,0.45319040909908714,Dovish
번갈/VV,8,14,22,0.5179318961132426,Dovish
대조표/NNG,29,36,65,0.7301401035485295,Dovish
갑론을박/NNG,8,14,22,0.5179318961132426,Dovish
회원사/NNG,14,32,46,0.3965416079617013,Dovish
세제개편/NNG,30,46,76,0.5911179249118529,Dovish
서부텍사스산원유/NNG;가격/NNG;하락/NNG,5,37,42,0.12248389435110466,Dovish
장밋빛/NNG,17,24,41,0.6420197462237068,Dovish
단칸/NNG,15,19,34,0.715563803840664,Dovish
초저금리/NNG,125,171,296,0.6625590776302445,Dovish
새롭/VA;매파/NNG,7,15,22,0.42297771515914806,Dovish
생계비/NNG,8,22,30,0.32959302479933617,Dovish
저점/NNG;낮/VV,17,32,49,0.48151480966778015,Dovish
재분류/NNG,12,16,28,0.6797856136486308,Dovish
가슴/NNG,9,15,24,0.5438284909189047,Dovish
외채/NNG;증가/NNG,6,11,17,0.49438953719900425,Dovish
이익조정비율/NNG,4,13,17,0.2788864055994383,Dovish
예기/NNG,31,38,69,0.7394159306353528,Dovish
공동체/NNG,13,17,30,0.6931147433280157,Dovish
비농업/NNG;고용/NNG;늘/VV,9,12,21,0.6797856136486309,Dovish
월드/NNG,103,128,231,0.7293533146438435,Dovish
경품/NNG,8,22,30,0.32959302479933617,Dovish
재무관리계획/NNG,6,12,18,0.4531904090990872,Dovish
휴면/NNG,7,12,19,0.5287221439489351,Dovish
유통물/NNG,25,32,57,0.7081100142173238,Dovish
켄터키/NNG,8,13,21,0.5577728111988766,Dovish
민족/NNG,7,15,22,0.42297771515914806,Dovish
fed/NNG;인플레이션/NNG;억제/NNG,7,11,18,0.5767877933988383,Dovish
경제/NNG;살/VV,9,21,30,0.3884489220849319,Dovish
반길/VV,7,12,19,0.5287221439489351,Dovish
환자금/NNG,25,57,82,0.39753544657814666,Dovish
투자/NNG;우호적/VAX,7,11,18,0.5767877933988383,Dovish
원월물/NNG,5,21,26,0.21580495671385105,Dovish
투자/NNG;증가/NNG,29,37,66,0.710406587236407,Dovish
이뤄지며/VV,9,13,22,0.6274944125987362,Dovish
글로벌/NNG;경기/NNG;불확실성/NNG,12,20,32,0.5438284909189046,Dovish
한국인/NNG,13,23,36,0.5123022015902725,Dovish
