,date,call_rate,date_1m_bf,call_rate_1m_bf,Labeling
524,2009.08.06,1.98,2009.07.06,1.93,Up
525,2009.08.07,1.99,2009.07.07,1.92,Up
526,2009.08.08,1.99,2009.07.08,1.92,Up
527,2009.08.09,1.99,2009.07.09,1.93,Up
528,2009.08.10,1.99,2009.07.10,1.94,Up
529,2009.08.11,1.99,2009.07.11,1.94,Up
530,2009.08.12,1.98,2009.07.12,1.94,Up
531,2009.08.13,1.98,2009.07.13,1.94,Up
532,2009.08.14,1.97,2009.07.14,1.95,None
533,2009.08.15,1.97,2009.07.15,1.95,None
534,2009.08.16,1.97,2009.07.16,1.95,None
535,2009.08.17,1.98,2009.07.17,1.94,Up
536,2009.08.18,1.97,2009.07.18,1.94,Up
537,2009.08.19,1.97,2009.07.19,1.94,Up
538,2009.08.20,1.99,2009.07.20,1.94,Up
539,2009.08.21,1.98,2009.07.21,1.93,Up
540,2009.08.22,1.98,2009.07.22,1.93,Up
541,2009.08.23,1.98,2009.07.23,1.93,Up
542,2009.08.24,1.98,2009.07.24,1.93,Up
543,2009.08.25,1.98,2009.07.25,1.93,Up
544,2009.08.26,1.98,2009.07.26,1.93,Up
545,2009.08.27,1.97,2009.07.27,1.93,Up
546,2009.08.28,1.97,2009.07.28,1.93,Up
547,2009.08.29,1.97,2009.07.29,1.93,Up
548,2009.08.30,1.97,2009.07.30,1.93,Up
549,2009.08.31,1.99,2009.07.31,1.95,Up
550,2009.09.01,1.98,2009.08.01,1.95,Up
551,2009.09.02,1.98,2009.08.02,1.95,Up
552,2009.09.03,1.97,2009.08.03,1.94,Up
553,2009.09.04,1.97,2009.08.04,1.97,Same
554,2009.09.05,1.97,2009.08.05,1.97,Same
555,2009.09.06,1.97,2009.08.06,1.98,None
556,2009.09.07,1.97,2009.08.07,1.99,None
557,2009.09.08,1.91,2009.08.08,1.99,Down
558,2009.09.09,1.98,2009.08.09,1.99,None
559,2009.09.10,1.99,2009.08.10,1.99,Same
560,2009.09.11,1.99,2009.08.11,1.99,Same
561,2009.09.12,1.99,2009.08.12,1.98,None
562,2009.09.13,1.99,2009.08.13,1.98,None
563,2009.09.14,2.0,2009.08.14,1.97,Up
564,2009.09.15,1.99,2009.08.15,1.97,None
565,2009.09.16,1.99,2009.08.16,1.97,None
566,2009.09.17,2.0,2009.08.17,1.98,None
567,2009.09.18,2.0,2009.08.18,1.97,Up
568,2009.09.19,2.0,2009.08.19,1.97,Up
569,2009.09.20,2.0,2009.08.20,1.99,None
570,2009.09.21,1.97,2009.08.21,1.98,None
571,2009.09.22,1.8,2009.08.22,1.98,Down
572,2009.09.23,1.79,2009.08.23,1.98,Down
573,2009.09.24,2.0,2009.08.24,1.98,None
574,2009.09.25,2.0,2009.08.25,1.98,None
575,2009.09.26,2.0,2009.08.26,1.98,None
576,2009.09.27,2.0,2009.08.27,1.97,Up
577,2009.09.28,2.0,2009.08.28,1.97,Up
578,2009.09.29,2.01,2009.08.29,1.97,Up
579,2009.09.30,2.0,2009.08.30,1.97,Up
580,2009.10.01,2.0,2009.09.01,1.98,None
581,2009.10.02,2.0,2009.09.02,1.98,None
582,2009.10.03,2.0,2009.09.03,1.97,Up
583,2009.10.04,2.0,2009.09.04,1.97,Up
584,2009.10.05,1.99,2009.09.05,1.97,None
585,2009.10.06,2.0,2009.09.06,1.97,Up
586,2009.10.07,1.99,2009.09.07,1.97,None
587,2009.10.08,1.99,2009.09.08,1.91,Up
588,2009.10.09,1.99,2009.09.09,1.98,None
589,2009.10.10,1.99,2009.09.10,1.99,Same
590,2009.10.11,1.99,2009.09.11,1.99,Same
591,2009.10.12,1.99,2009.09.12,1.99,Same
592,2009.10.13,1.99,2009.09.13,1.99,Same
593,2009.10.14,1.99,2009.09.14,2.0,None
594,2009.10.15,1.99,2009.09.15,1.99,Same
595,2009.10.16,1.98,2009.09.16,1.99,None
596,2009.10.17,1.98,2009.09.17,2.0,None
597,2009.10.18,1.98,2009.09.18,2.0,None
598,2009.10.19,1.98,2009.09.19,2.0,None
599,2009.10.20,1.99,2009.09.20,2.0,None
600,2009.10.21,2.02,2009.09.21,1.97,Up
601,2009.10.22,2.0,2009.09.22,1.8,Up
602,2009.10.23,2.0,2009.09.23,1.79,Up
603,2009.10.24,2.0,2009.09.24,2.0,Same
604,2009.10.25,2.0,2009.09.25,2.0,Same
605,2009.10.26,2.0,2009.09.26,2.0,Same
606,2009.10.27,2.0,2009.09.27,2.0,Same
607,2009.10.28,2.0,2009.09.28,2.0,Same
608,2009.10.29,2.01,2009.09.29,2.01,Same
609,2009.10.30,2.01,2009.09.30,2.0,None
610,2009.10.31,2.01,2009.09.30,2.0,None
611,2009.11.01,2.01,2009.10.01,2.0,None
612,2009.11.02,2.0,2009.10.02,2.0,Same
613,2009.11.03,1.99,2009.10.03,2.0,None
614,2009.11.04,1.99,2009.10.04,2.0,None
615,2009.11.05,2.0,2009.10.05,1.99,None
616,2009.11.06,2.0,2009.10.06,2.0,Same
617,2009.11.07,2.0,2009.10.07,1.99,None
618,2009.11.08,2.0,2009.10.08,1.99,None
619,2009.11.09,2.0,2009.10.09,1.99,None
620,2009.11.10,2.07,2009.10.10,1.99,Up
621,2009.11.11,1.98,2009.10.11,1.99,None
622,2009.11.12,2.01,2009.10.12,1.99,None
623,2009.11.13,2.0,2009.10.13,1.99,None
624,2009.11.14,2.0,2009.10.14,1.99,None
625,2009.11.15,2.0,2009.10.15,1.99,None
626,2009.11.16,2.01,2009.10.16,1.98,None
627,2009.11.17,1.99,2009.10.17,1.98,None
628,2009.11.18,1.96,2009.10.18,1.98,None
629,2009.11.19,1.95,2009.10.19,1.98,Down
630,2009.11.20,2.01,2009.10.20,1.99,None
631,2009.11.21,2.01,2009.10.21,2.02,None
632,2009.11.22,2.01,2009.10.22,2.0,None
633,2009.11.23,2.03,2009.10.23,2.0,None
634,2009.11.24,2.0,2009.10.24,2.0,Same
635,2009.11.25,1.99,2009.10.25,2.0,None
636,2009.11.26,2.01,2009.10.26,2.0,None
637,2009.11.27,2.0,2009.10.27,2.0,Same
638,2009.11.28,2.0,2009.10.28,2.0,Same
639,2009.11.29,2.0,2009.10.29,2.01,None
640,2009.11.30,2.01,2009.10.30,2.01,Same
641,2009.12.01,2.0,2009.11.01,2.01,None
642,2009.12.02,2.0,2009.11.02,2.0,Same
643,2009.12.03,2.0,2009.11.03,1.99,None
644,2009.12.04,2.0,2009.11.04,1.99,None
645,2009.12.05,2.0,2009.11.05,2.0,Same
646,2009.12.06,2.0,2009.11.06,2.0,Same
647,2009.12.07,1.99,2009.11.07,2.0,None
648,2009.12.08,1.97,2009.11.08,2.0,Down
649,2009.12.09,1.99,2009.11.09,2.0,None
650,2009.12.10,2.01,2009.11.10,2.07,Down
651,2009.12.11,2.0,2009.11.11,1.98,None
652,2009.12.12,2.0,2009.11.12,2.01,None
653,2009.12.13,2.0,2009.11.13,2.0,Same
654,2009.12.14,2.0,2009.11.14,2.0,Same
655,2009.12.15,2.0,2009.11.15,2.0,Same
656,2009.12.16,2.0,2009.11.16,2.01,None
657,2009.12.17,2.0,2009.11.17,1.99,None
658,2009.12.18,2.0,2009.11.18,1.96,Up
659,2009.12.19,2.0,2009.11.19,1.95,Up
660,2009.12.20,2.0,2009.11.20,2.01,None
661,2009.12.21,2.0,2009.11.21,2.01,None
662,2009.12.22,1.99,2009.11.22,2.01,None
663,2009.12.23,1.98,2009.11.23,2.03,Down
664,2009.12.24,2.0,2009.11.24,2.0,Same
665,2009.12.25,2.0,2009.11.25,1.99,None
666,2009.12.26,2.0,2009.11.26,2.01,None
667,2009.12.27,2.0,2009.11.27,2.0,Same
668,2009.12.28,2.0,2009.11.28,2.0,Same
669,2009.12.29,2.0,2009.11.29,2.0,Same
670,2009.12.30,2.0,2009.11.30,2.01,None
671,2009.12.31,2.01,2009.11.30,2.01,Same
672,2010.01.01,2.01,2009.12.01,2.0,None
673,2010.01.02,2.01,2009.12.02,2.0,None
674,2010.01.03,2.01,2009.12.03,2.0,None
675,2010.01.04,1.98,2009.12.04,2.0,None
676,2010.01.05,1.98,2009.12.05,2.0,None
677,2010.01.06,1.96,2009.12.06,2.0,Down
678,2010.01.07,1.99,2009.12.07,1.99,Same
679,2010.01.08,2.0,2009.12.08,1.97,Up
680,2010.01.09,2.0,2009.12.09,1.99,None
681,2010.01.10,2.0,2009.12.10,2.01,None
682,2010.01.11,2.0,2009.12.11,2.0,Same
683,2010.01.12,2.0,2009.12.12,2.0,Same
684,2010.01.13,2.0,2009.12.13,2.0,Same
685,2010.01.14,2.0,2009.12.14,2.0,Same
686,2010.01.15,2.0,2009.12.15,2.0,Same
687,2010.01.16,2.0,2009.12.16,2.0,Same
688,2010.01.17,2.0,2009.12.17,2.0,Same
689,2010.01.18,1.99,2009.12.18,2.0,None
690,2010.01.19,1.99,2009.12.19,2.0,None
691,2010.01.20,1.97,2009.12.20,2.0,Down
692,2010.01.21,2.01,2009.12.21,2.0,None
693,2010.01.22,2.0,2009.12.22,1.99,None
694,2010.01.23,2.0,2009.12.23,1.98,None
695,2010.01.24,2.0,2009.12.24,2.0,Same
696,2010.01.25,2.01,2009.12.25,2.0,None
697,2010.01.26,2.01,2009.12.26,2.0,None
698,2010.01.27,2.0,2009.12.27,2.0,Same
699,2010.01.28,2.0,2009.12.28,2.0,Same
700,2010.01.29,2.0,2009.12.29,2.0,Same
701,2010.01.30,2.0,2009.12.30,2.0,Same
702,2010.01.31,2.0,2009.12.31,2.01,None
703,2010.02.01,2.01,2010.01.01,2.01,Same
704,2010.02.02,2.0,2010.01.02,2.01,None
705,2010.02.03,2.0,2010.01.03,2.01,None
706,2010.02.04,2.0,2010.01.04,1.98,None
707,2010.02.05,2.0,2010.01.05,1.98,None
708,2010.02.06,2.0,2010.01.06,1.96,Up
709,2010.02.07,2.0,2010.01.07,1.99,None
710,2010.02.08,2.0,2010.01.08,2.0,Same
711,2010.02.09,1.99,2010.01.09,2.0,None
712,2010.02.10,1.97,2010.01.10,2.0,Down
713,2010.02.11,2.02,2010.01.11,2.0,None
714,2010.02.12,2.01,2010.01.12,2.0,None
715,2010.02.13,2.01,2010.01.13,2.0,None
716,2010.02.14,2.01,2010.01.14,2.0,None
717,2010.02.15,2.01,2010.01.15,2.0,None
718,2010.02.16,2.01,2010.01.16,2.0,None
719,2010.02.17,2.01,2010.01.17,2.0,None
720,2010.02.18,2.01,2010.01.18,1.99,None
721,2010.02.19,2.01,2010.01.19,1.99,None
722,2010.02.20,2.01,2010.01.20,1.97,Up
723,2010.02.21,2.01,2010.01.21,2.01,Same
724,2010.02.22,1.98,2010.01.22,2.0,None
725,2010.02.23,1.92,2010.01.23,2.0,Down
726,2010.02.24,1.9,2010.01.24,2.0,Down
727,2010.02.25,2.02,2010.01.25,2.01,None
728,2010.02.26,2.01,2010.01.26,2.01,Same
729,2010.02.27,2.01,2010.01.27,2.0,None
730,2010.02.28,2.01,2010.01.28,2.0,None
731,2010.03.01,2.01,2010.02.01,2.01,Same
732,2010.03.02,2.01,2010.02.02,2.0,None
733,2010.03.03,2.01,2010.02.03,2.0,None
734,2010.03.04,2.02,2010.02.04,2.0,None
735,2010.03.05,2.01,2010.02.05,2.0,None
736,2010.03.06,2.01,2010.02.06,2.0,None
737,2010.03.07,2.01,2010.02.07,2.0,None
738,2010.03.08,2.01,2010.02.08,2.0,None
739,2010.03.09,2.02,2010.02.09,1.99,Up
740,2010.03.10,1.99,2010.02.10,1.97,None
741,2010.03.11,2.02,2010.02.11,2.02,Same
742,2010.03.12,2.01,2010.02.12,2.01,Same
743,2010.03.13,2.01,2010.02.13,2.01,Same
744,2010.03.14,2.01,2010.02.14,2.01,Same
745,2010.03.15,2.01,2010.02.15,2.01,Same
746,2010.03.16,2.0,2010.02.16,2.01,None
747,2010.03.17,2.0,2010.02.17,2.01,None
748,2010.03.18,2.01,2010.02.18,2.01,Same
749,2010.03.19,2.01,2010.02.19,2.01,Same
750,2010.03.20,2.01,2010.02.20,2.01,Same
751,2010.03.21,2.01,2010.02.21,2.01,Same
752,2010.03.22,2.0,2010.02.22,1.98,None
753,2010.03.23,2.0,2010.02.23,1.92,Up
754,2010.03.24,1.98,2010.02.24,1.9,Up
755,2010.03.25,2.01,2010.02.25,2.02,None
756,2010.03.26,2.0,2010.02.26,2.01,None
757,2010.03.27,2.0,2010.02.27,2.01,None
758,2010.03.28,2.0,2010.02.28,2.01,None
759,2010.03.29,1.99,2010.02.28,2.01,None
760,2010.03.30,1.99,2010.02.28,2.01,None
761,2010.03.31,2.0,2010.02.28,2.01,None
762,2010.04.01,1.99,2010.03.01,2.01,None
763,2010.04.02,1.99,2010.03.02,2.01,None
764,2010.04.03,1.99,2010.03.03,2.01,None
765,2010.04.04,1.99,2010.03.04,2.02,Down
766,2010.04.05,2.0,2010.03.05,2.01,None
767,2010.04.06,2.02,2010.03.06,2.01,None
768,2010.04.07,2.02,2010.03.07,2.01,None
769,2010.04.08,2.0,2010.03.08,2.01,None
770,2010.04.09,2.0,2010.03.09,2.02,None
771,2010.04.10,2.0,2010.03.10,1.99,None
772,2010.04.11,2.0,2010.03.11,2.02,None
773,2010.04.12,2.01,2010.03.12,2.01,Same
774,2010.04.13,2.01,2010.03.13,2.01,Same
775,2010.04.14,2.0,2010.03.14,2.01,None
776,2010.04.15,2.0,2010.03.15,2.01,None
777,2010.04.16,1.99,2010.03.16,2.0,None
778,2010.04.17,1.99,2010.03.17,2.0,None
779,2010.04.18,1.99,2010.03.18,2.01,None
780,2010.04.19,2.0,2010.03.19,2.01,None
781,2010.04.20,2.0,2010.03.20,2.01,None
782,2010.04.21,2.01,2010.03.21,2.01,Same
783,2010.04.22,2.0,2010.03.22,2.0,Same
784,2010.04.23,2.0,2010.03.23,2.0,Same
785,2010.04.24,2.0,2010.03.24,1.98,None
786,2010.04.25,2.0,2010.03.25,2.01,None
787,2010.04.26,2.01,2010.03.26,2.0,None
788,2010.04.27,2.01,2010.03.27,2.0,None
789,2010.04.28,2.0,2010.03.28,2.0,Same
790,2010.04.29,2.0,2010.03.29,1.99,None
791,2010.04.30,2.0,2010.03.30,1.99,None
792,2010.05.01,2.0,2010.04.01,1.99,None
793,2010.05.02,2.0,2010.04.02,1.99,None
794,2010.05.03,2.05,2010.04.03,1.99,Up
795,2010.05.04,2.05,2010.04.04,1.99,Up
796,2010.05.05,2.05,2010.04.05,2.0,Up
797,2010.05.06,2.01,2010.04.06,2.02,None
798,2010.05.07,2.01,2010.04.07,2.02,None
799,2010.05.08,2.01,2010.04.08,2.0,None
800,2010.05.09,2.01,2010.04.09,2.0,None
801,2010.05.10,2.01,2010.04.10,2.0,None
802,2010.05.11,2.01,2010.04.11,2.0,None
803,2010.05.12,2.01,2010.04.12,2.01,Same
804,2010.05.13,2.01,2010.04.13,2.01,Same
805,2010.05.14,2.01,2010.04.14,2.0,None
806,2010.05.15,2.01,2010.04.15,2.0,None
807,2010.05.16,2.01,2010.04.16,1.99,None
808,2010.05.17,2.01,2010.04.17,1.99,None
809,2010.05.18,2.01,2010.04.18,1.99,None
810,2010.05.19,2.01,2010.04.19,2.0,None
811,2010.05.20,2.02,2010.04.20,2.0,None
812,2010.05.21,2.02,2010.04.21,2.01,None
813,2010.05.22,2.02,2010.04.22,2.0,None
814,2010.05.23,2.02,2010.04.23,2.0,None
815,2010.05.24,2.02,2010.04.24,2.0,None
816,2010.05.25,2.01,2010.04.25,2.0,None
817,2010.05.26,1.99,2010.04.26,2.01,None
818,2010.05.27,1.98,2010.04.27,2.01,None
819,2010.05.28,1.98,2010.04.28,2.0,None
820,2010.05.29,1.98,2010.04.29,2.0,None
821,2010.05.30,1.98,2010.04.30,2.0,None
822,2010.05.31,2.0,2010.04.30,2.0,Same
823,2010.06.01,1.99,2010.05.01,2.0,None
824,2010.06.02,1.99,2010.05.02,2.0,None
825,2010.06.03,1.99,2010.05.03,2.05,Down
826,2010.06.04,1.98,2010.05.04,2.05,Down
827,2010.06.05,1.98,2010.05.05,2.05,Down
828,2010.06.06,1.98,2010.05.06,2.01,None
829,2010.06.07,1.99,2010.05.07,2.01,None
830,2010.06.08,1.95,2010.05.08,2.01,Down
831,2010.06.09,1.97,2010.05.09,2.01,Down
832,2010.06.10,2.02,2010.05.10,2.01,None
833,2010.06.11,2.02,2010.05.11,2.01,None
834,2010.06.12,2.02,2010.05.12,2.01,None
835,2010.06.13,2.02,2010.05.13,2.01,None
836,2010.06.14,2.02,2010.05.14,2.01,None
837,2010.06.15,2.02,2010.05.15,2.01,None
838,2010.06.16,2.01,2010.05.16,2.01,Same
839,2010.06.17,2.01,2010.05.17,2.01,Same
840,2010.06.18,2.0,2010.05.18,2.01,None
841,2010.06.19,2.0,2010.05.19,2.01,None
842,2010.06.20,2.0,2010.05.20,2.02,None
843,2010.06.21,2.01,2010.05.21,2.02,None
844,2010.06.22,2.01,2010.05.22,2.02,None
845,2010.06.23,1.97,2010.05.23,2.02,Down
846,2010.06.24,2.02,2010.05.24,2.02,Same
847,2010.06.25,2.01,2010.05.25,2.01,Same
848,2010.06.26,2.01,2010.05.26,1.99,None
849,2010.06.27,2.01,2010.05.27,1.98,None
850,2010.06.28,1.99,2010.05.28,1.98,None
851,2010.06.29,1.95,2010.05.29,1.98,Down
852,2010.06.30,2.03,2010.05.30,1.98,Up
853,2010.07.01,1.99,2010.06.01,1.99,Same
854,2010.07.02,1.99,2010.06.02,1.99,Same
855,2010.07.03,1.99,2010.06.03,1.99,Same
856,2010.07.04,1.99,2010.06.04,1.98,None
857,2010.07.05,2.0,2010.06.05,1.98,None
858,2010.07.06,2.05,2010.06.06,1.98,Up
859,2010.07.07,2.04,2010.06.07,1.99,Up
860,2010.07.08,2.02,2010.06.08,1.95,Up
861,2010.07.09,2.26,2010.06.09,1.97,Up
862,2010.07.10,2.26,2010.06.10,2.02,Up
863,2010.07.11,2.26,2010.06.11,2.02,Up
864,2010.07.12,2.27,2010.06.12,2.02,Up
865,2010.07.13,2.26,2010.06.13,2.02,Up
866,2010.07.14,2.26,2010.06.14,2.02,Up
867,2010.07.15,2.27,2010.06.15,2.02,Up
868,2010.07.16,2.25,2010.06.16,2.01,Up
869,2010.07.17,2.25,2010.06.17,2.01,Up
870,2010.07.18,2.25,2010.06.18,2.0,Up
871,2010.07.19,2.26,2010.06.19,2.0,Up
872,2010.07.20,2.27,2010.06.20,2.0,Up
873,2010.07.21,2.27,2010.06.21,2.01,Up
874,2010.07.22,2.27,2010.06.22,2.01,Up
875,2010.07.23,2.27,2010.06.23,1.97,Up
876,2010.07.24,2.27,2010.06.24,2.02,Up
877,2010.07.25,2.27,2010.06.25,2.01,Up
878,2010.07.26,2.27,2010.06.26,2.01,Up
879,2010.07.27,2.27,2010.06.27,2.01,Up
880,2010.07.28,2.27,2010.06.28,1.99,Up
881,2010.07.29,2.28,2010.06.29,1.95,Up
882,2010.07.30,2.28,2010.06.30,2.03,Up
883,2010.07.31,2.28,2010.06.30,2.03,Up
884,2010.08.01,2.28,2010.07.01,1.99,Up
885,2010.08.02,2.27,2010.07.02,1.99,Up
886,2010.08.03,2.27,2010.07.03,1.99,Up
887,2010.08.04,2.27,2010.07.04,1.99,Up
888,2010.08.05,2.28,2010.07.05,2.0,Up
889,2010.08.06,2.27,2010.07.06,2.05,Up
890,2010.08.07,2.27,2010.07.07,2.04,Up
891,2010.08.08,2.27,2010.07.08,2.02,Up
892,2010.08.09,2.27,2010.07.09,2.26,None
893,2010.08.10,2.28,2010.07.10,2.26,None
894,2010.08.11,2.29,2010.07.11,2.26,Up
895,2010.08.12,2.27,2010.07.12,2.27,Same
896,2010.08.13,2.27,2010.07.13,2.26,None
897,2010.08.14,2.27,2010.07.14,2.26,None
898,2010.08.15,2.27,2010.07.15,2.27,Same
899,2010.08.16,2.27,2010.07.16,2.25,None
900,2010.08.17,2.27,2010.07.17,2.25,None
901,2010.08.18,2.27,2010.07.18,2.25,None
902,2010.08.19,2.28,2010.07.19,2.26,None
903,2010.08.20,2.28,2010.07.20,2.27,None
904,2010.08.21,2.28,2010.07.21,2.27,None
905,2010.08.22,2.28,2010.07.22,2.27,None
906,2010.08.23,2.26,2010.07.23,2.27,None
907,2010.08.24,2.3,2010.07.24,2.27,None
908,2010.08.25,2.29,2010.07.25,2.27,None
909,2010.08.26,2.28,2010.07.26,2.27,None
910,2010.08.27,2.28,2010.07.27,2.27,None
911,2010.08.28,2.28,2010.07.28,2.27,None
912,2010.08.29,2.28,2010.07.29,2.28,Same
913,2010.08.30,2.27,2010.07.30,2.28,None
914,2010.08.31,2.28,2010.07.31,2.28,Same
915,2010.09.01,2.27,2010.08.01,2.28,None
916,2010.09.02,2.27,2010.08.02,2.27,Same
917,2010.09.03,2.27,2010.08.03,2.27,Same
918,2010.09.04,2.27,2010.08.04,2.27,Same
919,2010.09.05,2.27,2010.08.05,2.28,None
920,2010.09.06,2.26,2010.08.06,2.27,None
921,2010.09.07,2.26,2010.08.07,2.27,None
922,2010.09.08,2.27,2010.08.08,2.27,Same
923,2010.09.09,2.27,2010.08.09,2.27,Same
924,2010.09.10,2.27,2010.08.10,2.28,None
925,2010.09.11,2.27,2010.08.11,2.29,None
926,2010.09.12,2.27,2010.08.12,2.27,Same
927,2010.09.13,2.27,2010.08.13,2.27,Same
928,2010.09.14,2.27,2010.08.14,2.27,Same
929,2010.09.15,2.28,2010.08.15,2.27,None
930,2010.09.16,2.28,2010.08.16,2.27,None
931,2010.09.17,2.28,2010.08.17,2.27,None
932,2010.09.18,2.28,2010.08.18,2.27,None
933,2010.09.19,2.28,2010.08.19,2.28,Same
934,2010.09.20,2.28,2010.08.20,2.28,Same
935,2010.09.21,2.28,2010.08.21,2.28,Same
936,2010.09.22,2.28,2010.08.22,2.28,Same
937,2010.09.23,2.28,2010.08.23,2.26,None
938,2010.09.24,2.28,2010.08.24,2.3,None
939,2010.09.25,2.28,2010.08.25,2.29,None
940,2010.09.26,2.28,2010.08.26,2.28,Same
941,2010.09.27,2.27,2010.08.27,2.28,None
942,2010.09.28,2.27,2010.08.28,2.28,None
943,2010.09.29,2.26,2010.08.29,2.28,None
944,2010.09.30,2.27,2010.08.30,2.27,Same
945,2010.10.01,2.27,2010.09.01,2.27,Same
946,2010.10.02,2.27,2010.09.02,2.27,Same
947,2010.10.03,2.27,2010.09.03,2.27,Same
948,2010.10.04,2.24,2010.09.04,2.27,None
949,2010.10.05,2.18,2010.09.05,2.27,Down
950,2010.10.06,2.2,2010.09.06,2.26,Down
951,2010.10.07,2.28,2010.09.07,2.26,None
952,2010.10.08,2.27,2010.09.08,2.27,Same
953,2010.10.09,2.27,2010.09.09,2.27,Same
954,2010.10.10,2.27,2010.09.10,2.27,Same
955,2010.10.11,2.27,2010.09.11,2.27,Same
956,2010.10.12,2.27,2010.09.12,2.27,Same
957,2010.10.13,2.27,2010.09.13,2.27,Same
958,2010.10.14,2.28,2010.09.14,2.27,None
959,2010.10.15,2.27,2010.09.15,2.28,None
960,2010.10.16,2.27,2010.09.16,2.28,None
961,2010.10.17,2.27,2010.09.17,2.28,None
962,2010.10.18,2.26,2010.09.18,2.28,None
963,2010.10.19,2.28,2010.09.19,2.28,Same
964,2010.10.20,2.29,2010.09.20,2.28,None
965,2010.10.21,2.28,2010.09.21,2.28,Same
966,2010.10.22,2.28,2010.09.22,2.28,Same
967,2010.10.23,2.28,2010.09.23,2.28,Same
968,2010.10.24,2.28,2010.09.24,2.28,Same
969,2010.10.25,2.25,2010.09.25,2.28,None
970,2010.10.26,2.24,2010.09.26,2.28,Down
971,2010.10.27,2.24,2010.09.27,2.27,None
972,2010.10.28,2.24,2010.09.28,2.27,None
973,2010.10.29,2.26,2010.09.29,2.26,Same
974,2010.10.30,2.26,2010.09.30,2.27,None
975,2010.10.31,2.26,2010.09.30,2.27,None
976,2010.11.01,2.24,2010.10.01,2.27,None
977,2010.11.02,2.23,2010.10.02,2.27,Down
978,2010.11.03,2.24,2010.10.03,2.27,None
979,2010.11.04,2.24,2010.10.04,2.24,Same
980,2010.11.05,2.24,2010.10.05,2.18,Up
981,2010.11.06,2.24,2010.10.06,2.2,Up
982,2010.11.07,2.24,2010.10.07,2.28,Down
983,2010.11.08,2.24,2010.10.08,2.27,None
984,2010.11.09,2.27,2010.10.09,2.27,Same
985,2010.11.10,2.26,2010.10.10,2.27,None
986,2010.11.11,2.24,2010.10.11,2.27,None
987,2010.11.12,2.24,2010.10.12,2.27,None
988,2010.11.13,2.24,2010.10.13,2.27,None
989,2010.11.14,2.24,2010.10.14,2.28,Down
990,2010.11.15,2.24,2010.10.15,2.27,None
991,2010.11.16,2.49,2010.10.16,2.27,Up
992,2010.11.17,2.5,2010.10.17,2.27,Up
993,2010.11.18,2.5,2010.10.18,2.26,Up
994,2010.11.19,2.5,2010.10.19,2.28,Up
995,2010.11.20,2.5,2010.10.20,2.29,Up
996,2010.11.21,2.5,2010.10.21,2.28,Up
997,2010.11.22,2.51,2010.10.22,2.28,Up
998,2010.11.23,2.52,2010.10.23,2.28,Up
999,2010.11.24,2.54,2010.10.24,2.28,Up
1000,2010.11.25,2.5,2010.10.25,2.25,Up
1001,2010.11.26,2.5,2010.10.26,2.24,Up
1002,2010.11.27,2.5,2010.10.27,2.24,Up
1003,2010.11.28,2.5,2010.10.28,2.24,Up
1004,2010.11.29,2.5,2010.10.29,2.26,Up
1005,2010.11.30,2.51,2010.10.30,2.26,Up
1006,2010.12.01,2.5,2010.11.01,2.24,Up
1007,2010.12.02,2.5,2010.11.02,2.23,Up
1008,2010.12.03,2.5,2010.11.03,2.24,Up
1009,2010.12.04,2.5,2010.11.04,2.24,Up
1010,2010.12.05,2.5,2010.11.05,2.24,Up
1011,2010.12.06,2.5,2010.11.06,2.24,Up
1012,2010.12.07,2.52,2010.11.07,2.24,Up
1013,2010.12.08,2.52,2010.11.08,2.24,Up
1014,2010.12.09,2.51,2010.11.09,2.27,Up
1015,2010.12.10,2.5,2010.11.10,2.26,Up
1016,2010.12.11,2.5,2010.11.11,2.24,Up
1017,2010.12.12,2.5,2010.11.12,2.24,Up
1018,2010.12.13,2.5,2010.11.13,2.24,Up
1019,2010.12.14,2.49,2010.11.14,2.24,Up
1020,2010.12.15,2.49,2010.11.15,2.24,Up
1021,2010.12.16,2.5,2010.11.16,2.49,None
1022,2010.12.17,2.49,2010.11.17,2.5,None
1023,2010.12.18,2.49,2010.11.18,2.5,None
1024,2010.12.19,2.49,2010.11.19,2.5,None
1025,2010.12.20,2.5,2010.11.20,2.5,Same
1026,2010.12.21,2.52,2010.11.21,2.5,None
1027,2010.12.22,2.53,2010.11.22,2.51,None
1028,2010.12.23,2.5,2010.11.23,2.52,None
1029,2010.12.24,2.5,2010.11.24,2.54,Down
1030,2010.12.25,2.5,2010.11.25,2.5,Same
1031,2010.12.26,2.5,2010.11.26,2.5,Same
1032,2010.12.27,2.5,2010.11.27,2.5,Same
1033,2010.12.28,2.49,2010.11.28,2.5,None
1034,2010.12.29,2.49,2010.11.29,2.5,None
1035,2010.12.30,2.49,2010.11.30,2.51,None
1036,2010.12.31,2.51,2010.11.30,2.51,Same
1037,2011.01.01,2.51,2010.12.01,2.5,None
1038,2011.01.02,2.51,2010.12.02,2.5,None
1039,2011.01.03,2.49,2010.12.03,2.5,None
1040,2011.01.04,2.5,2010.12.04,2.5,Same
1041,2011.01.05,2.49,2010.12.05,2.5,None
1042,2011.01.06,2.49,2010.12.06,2.5,None
1043,2011.01.07,2.49,2010.12.07,2.52,None
1044,2011.01.08,2.49,2010.12.08,2.52,None
1045,2011.01.09,2.49,2010.12.09,2.51,None
1046,2011.01.10,2.49,2010.12.10,2.5,None
1047,2011.01.11,2.5,2010.12.11,2.5,Same
1048,2011.01.12,2.5,2010.12.12,2.5,Same
