word,up,down,total,polar_score,polarity
경기/NNG;침체/NNG;우려/NNG;확대/NNG,20,7,27,2.589659480566213,Hawkish
캥거루본드/NNG,24,1,25,21.753139636756185,Hawkish
병목/NNG,58,22,80,2.3895494297951876,Hawkish
인플레이션/NNG;금리/NNG;인하/NNG,24,15,39,1.4502093091170791,Hawkish
국고채/NNG;입찰/NNG;호조/NNG,22,11,33,1.8127616363963488,Hawkish
순유입액/NNG,24,12,36,1.8127616363963488,Hawkish
기대/NNG;밑돌/VV,13,7,20,1.6832786623680382,Hawkish
스태그플레이션/NNG,361,137,498,2.3883465355440947,Hawkish
수출/NNG;호조/NNG,101,52,153,1.760470435346454,Hawkish
사회주의/NNG,13,6,19,1.9638251060960445,Hawkish
현주소/NNG,13,9,22,1.309216737397363,Hawkish
위험/NNG;높/VV,29,18,47,1.460280207097059,Hawkish
구하/VV,53,36,89,1.3343939823473125,Hawkish
건설/NNG;투자/NNG;회복/NNG,13,7,20,1.6832786623680382,Hawkish
더디/VV,41,27,68,1.3763560572638944,Hawkish
인플레이션/NNG;물가/NNG;상승/NNG;압력/NNG,13,8,21,1.4728688295720334,Hawkish
설날/NNG,17,8,25,1.9260592386711206,Hawkish
부동산/NNG;경기/NNG;둔화/NNG,35,19,54,1.6696488756282162,Hawkish
학군/NNG,15,6,21,2.265952045495436,Hawkish
양호/NNG;성장/NNG,55,38,93,1.311866973707884,Hawkish
연체율/NNG;높/VA,16,10,26,1.4502093091170791,Hawkish
격변/NNG,18,7,25,2.3306935325095917,Hawkish
봉쇄/NNG,238,110,348,1.9610784975560502,Hawkish
인상/NNG;선호/NNG,16,8,24,1.8127616363963488,Hawkish
공동선언문/NNG,52,4,56,11.782950636576267,Hawkish
닉스/NNG,34,22,56,1.4007703553971786,Hawkish
대면/NNG,62,35,97,1.6055888779510519,Hawkish
양수/NNG,41,21,62,1.7696006450535784,Hawkish
경기/NNG;하방/NNG;위험/NNG;확대/NNG,21,8,29,2.379249647770208,Hawkish
대입/NNG,49,33,82,1.3458381845972893,Hawkish
할인채/NNG,155,89,244,1.5785283912440116,Hawkish
이이/NNG,14,5,19,2.5378662909548884,Hawkish
말일/NNG,18,12,30,1.3595712272972618,Hawkish
국채/NNG;입찰/NNG;호조/NNG,18,2,20,8.15742736378357,Hawkish
듀레이션갭/NNG,13,9,22,1.309216737397363,Hawkish
월보/NNG,52,35,87,1.3466229298944306,Hawkish
첨단산업/NNG,16,6,22,2.417015515195132,Hawkish
인하/NNG;지연/NNG,26,13,39,1.8127616363963488,Hawkish
질질/MAG,177,117,294,1.3711914941972383,Hawkish
대출태도/NNG,396,186,582,1.929714000034823,Hawkish
금리/NNG;인하/NNG;경계/NNG,25,13,38,1.7430400349964892,Hawkish
예상/NNG;높/VA,174,121,295,1.3033905980701022,Hawkish
만한/NNG,49,33,82,1.3458381845972893,Hawkish
창의/NNG,13,8,21,1.4728688295720334,Hawkish
행지/NNG,29,18,47,1.460280207097059,Hawkish
gdp/NNG;부진/NNG,21,12,33,1.5861664318468052,Hawkish
국제/NNG;유가/NNG;급등/NNG,52,30,82,1.5710600848768357,Hawkish
상방/NNG;위험/NNG;크/VV,15,3,18,4.531904090990872,Hawkish
두렵/VA,33,23,56,1.3004594348060765,Hawkish
생산설비/NNG,46,29,75,1.4377075047281387,Hawkish
연대채무/NNG,19,1,20,17.221235545765314,Hawkish
꺼리/VV,32,22,54,1.3183720991973447,Hawkish
변신/NNG,16,8,24,1.8127616363963488,Hawkish
따라오/VV,14,4,18,3.1723328636936103,Hawkish
보보/NNG,226,113,339,1.8127616363963486,Hawkish
천명/NNG,28,19,47,1.3357191005025728,Hawkish
대출/NNG;소폭/MAG;증가/NNG,37,11,48,3.0487354793938595,Hawkish
수요/NNG;충족/NNG,20,13,33,1.3944320279971913,Hawkish
법정최고금리/NNG,13,9,22,1.309216737397363,Hawkish
근원/NNG;물가/NNG;하락/NNG,24,12,36,1.8127616363963488,Hawkish
빈일자리/NNG,59,16,75,3.342279267105768,Hawkish
가공/NNG,67,39,106,1.5571157645968636,Hawkish
막연/NNG,28,18,46,1.4099257171971604,Hawkish
관성/NNG,44,17,61,2.3459268235717454,Hawkish
긴축/NNG;위험/NNG,15,10,25,1.3595712272972615,Hawkish
기지/NNG,76,49,125,1.4058151465930868,Hawkish
전망/NNG;침체/NNG,15,3,18,4.531904090990872,Hawkish
위원수/NNG,26,14,40,1.6832786623680382,Hawkish
채광/NNG,11,7,18,1.424312714311417,Hawkish
경과/NNG,130,87,217,1.3543621421352032,Hawkish
마진/NNG;축소/NNG,18,11,29,1.4831686115970129,Hawkish
성장/NNG;추세/NNG,23,16,39,1.3029224261598757,Hawkish
경제/NNG;성장/NNG;개선/NNG,24,10,34,2.1753139636756185,Hawkish
구주/NNG,19,11,30,1.5655668677968468,Hawkish
적립식/NNG,20,13,33,1.3944320279971913,Hawkish
메사/NNG,14,6,20,2.1148885757957405,Hawkish
대북/NNG,68,23,91,2.679734592933733,Hawkish
인도분/NNG,200,99,299,1.8310723599963121,Hawkish
공매도/NNG,101,50,151,1.8308892527603122,Hawkish
후행/NNG,278,158,436,1.594771313032231,Hawkish
노동시장/NNG;둔화/NNG,22,13,35,1.5338752307969103,Hawkish
표수/NNG,16,7,23,2.0717275844529706,Hawkish
상승률/NNG;둔화/NNG,49,30,79,1.4804220030570183,Hawkish
오프닝/NNG,120,80,200,1.3595712272972615,Hawkish
인플레이션/NNG;고점/NNG,15,8,23,1.699464034121577,Hawkish
순포지션/NNG,139,21,160,5.999377796645059,Hawkish
축기/NNG,18,3,21,5.438284909189047,Hawkish
레이더/NNG,16,7,23,2.0717275844529706,Hawkish
산업혁명/NNG,12,6,18,1.8127616363963488,Hawkish
인플레이션/NNG;압력/NNG;높/VV,12,7,19,1.5537956883397277,Hawkish
기온/NNG,71,44,115,1.462569047547054,Hawkish
공급/NNG;압력/NNG,13,6,19,1.9638251060960445,Hawkish
커지/NNG,14,9,23,1.4099257171971604,Hawkish
롤링/NNG,16,9,25,1.6113436767967546,Hawkish
농지/NNG,28,6,34,4.229777151591481,Hawkish
멈춰/VV,26,17,43,1.3862294866560314,Hawkish
유해/NNG,13,8,21,1.4728688295720334,Hawkish
새새/NNG,14,9,23,1.4099257171971604,Hawkish
면면/NNG,457,232,689,1.7854139392955417,Hawkish
산지/NNG,19,4,23,4.3053088864413285,Hawkish
난망/NNG,17,10,27,1.5408473909368965,Hawkish
유가/NNG;상승/NNG,195,120,315,1.4728688295720336,Hawkish
직원수/NNG,24,5,29,4.350627927351237,Hawkish
한번/MAG,56,32,88,1.5861664318468052,Hawkish
통화유통속도/NNG,36,6,42,5.438284909189047,Hawkish
시장원리/NNG,19,5,24,3.444247109153063,Hawkish
안건/NNG,70,35,105,1.8127616363963488,Hawkish
소집/NNG,39,23,62,1.5369066047708175,Hawkish
보편/NNG,28,18,46,1.4099257171971604,Hawkish
손익/NNG,442,298,740,1.344363495448299,Hawkish
비관주의/NNG,48,1,49,43.50627927351237,Hawkish
소비/NNG;여력/NNG;감소/NNG,11,7,18,1.424312714311417,Hawkish
가근/NNG,40,16,56,2.2659520454954363,Hawkish
비상금/NNG,16,5,21,2.9004186182341583,Hawkish
금리/NNG;성장/NNG,15,6,21,2.265952045495436,Hawkish
금융시장/NNG;완화/NNG,17,10,27,1.5408473909368965,Hawkish
수요/NNG;둔화/NNG,129,60,189,1.948718759126075,Hawkish
척결/NNG,15,8,23,1.699464034121577,Hawkish
효력/NNG,29,18,47,1.460280207097059,Hawkish
영주/NNG,240,73,313,2.979882142021395,Hawkish
고용/NNG;지표/NNG;양호/NNG,16,9,25,1.6113436767967546,Hawkish
니리/NNG,16,7,23,2.0717275844529706,Hawkish
국무총리/NNG,33,7,40,4.272938142934252,Hawkish
자증/NNG,102,51,153,1.8127616363963488,Hawkish
주택수/NNG,137,10,147,12.417417209314989,Hawkish
친구/NNG,72,16,88,4.078713681891785,Hawkish
현금배당/NNG,28,15,43,1.6919108606365922,Hawkish
스위트/NNG,18,6,24,2.7191424545945235,Hawkish
자금/NNG;조달/NNG;여건/NNG;악화/NNG,17,9,26,1.7120526565965517,Hawkish
숏커버링/NNG,33,23,56,1.3004594348060765,Hawkish
수상/NNG,44,27,71,1.4770650370636915,Hawkish
가격/NNG;높/VV,13,9,22,1.309216737397363,Hawkish
소비자/NNG;물가/NNG;금리/NNG;인하/NNG,11,6,17,1.661698166696653,Hawkish
숙박/NNG,158,81,239,1.7680020898186612,Hawkish
광모/NNG,13,8,21,1.4728688295720334,Hawkish
뜨뜻미지근/NNG,40,2,42,18.12761636396349,Hawkish
넉넉/NNG,58,40,98,1.314252186387353,Hawkish
품귀/NNG,12,8,20,1.3595712272972615,Hawkish
낯선/VA,26,10,36,2.3565901273152536,Hawkish
물가/NNG;금리/NNG;인하/NNG,26,8,34,2.9457376591440667,Hawkish
불확실성/NNG;증가/NNG,34,20,54,1.5408473909368965,Hawkish
글로벌/NNG;경기/NNG;부진/NNG,17,8,25,1.9260592386711206,Hawkish
블랙/NNG,27,18,45,1.3595712272972618,Hawkish
종교/NNG,23,16,39,1.3029224261598757,Hawkish
매트릭스/NNG,28,18,46,1.4099257171971604,Hawkish
내내년/NNG,48,27,75,1.6113436767967546,Hawkish
메리/NNG,12,7,19,1.5537956883397277,Hawkish
인선/NNG,29,17,46,1.5461790428086506,Hawkish
영업자산/NNG,152,61,213,2.2585226945265986,Hawkish
회색/NNG,73,21,94,3.1507523680222254,Hawkish
대학원/NNG,59,22,81,2.4307485578951042,Hawkish
경상/NNG;흑자/NNG,14,6,20,2.1148885757957405,Hawkish
여력/NNG;제한/NNG,41,21,62,1.7696006450535784,Hawkish
반문/NNG,14,9,23,1.4099257171971604,Hawkish
국상/NNG,14,9,23,1.4099257171971604,Hawkish
환매조건부채권매각/NNG,11,6,17,1.661698166696653,Hawkish
바짝/MAG,45,31,76,1.3157140909328338,Hawkish
착시/NNG,33,19,52,1.574240368449461,Hawkish
요즘/MAG,13,6,19,1.9638251060960445,Hawkish
지와/NNG,20,13,33,1.3944320279971913,Hawkish
비밀/NNG,23,12,35,1.737229901546501,Hawkish
경제/NNG;전망/NNG;성장/NNG,14,9,23,1.4099257171971604,Hawkish
전망/NNG;상승/NNG,86,51,137,1.528406869902804,Hawkish
fed/NNG;ff/NNG;목표/NNG;금리/NNG;인상/NNG,21,10,31,1.9033997182161664,Hawkish
자연실업률/NNG,86,50,136,1.5589750073008601,Hawkish
예상/NNG;상승/NNG,61,25,86,2.2115691964035458,Hawkish
윤현/NNG,41,19,60,1.9558743971644816,Hawkish
기화/NNG,24,14,38,1.5537956883397277,Hawkish
수출/NNG;확대/NNG,25,16,41,1.4162200284346476,Hawkish
신용스프레드/NNG;고점/NNG,14,5,19,2.5378662909548884,Hawkish
우려/NNG;위험/NNG;회피/NNG,16,3,19,4.834031030390264,Hawkish
우려/NNG;증대/NNG,15,10,25,1.3595712272972615,Hawkish
축수/NNG,21,2,23,9.516998591080831,Hawkish
수익성/NNG;방어/NNG,11,7,18,1.424312714311417,Hawkish
택했/VV,16,10,26,1.4502093091170791,Hawkish
퇴직연금/NNG,92,48,140,1.737229901546501,Hawkish
착한/VA,21,9,30,2.1148885757957405,Hawkish
물가/NNG;상승/NNG;압력/NNG;크/VV,13,6,19,1.9638251060960445,Hawkish
육교/NNG,20,7,27,2.589659480566213,Hawkish
절절절절/MAG,54,28,82,1.7480201493821939,Hawkish
순환적/VAX,85,40,125,1.9260592386711206,Hawkish
배당수익률/NNG,186,76,262,2.2182477919060584,Hawkish
큼큼/MAG,29,10,39,2.628504372774706,Hawkish
파일럿/NNG,13,8,21,1.4728688295720334,Hawkish
안보리/NNG,29,9,38,2.920560414194118,Hawkish
진지/NNG,34,19,53,1.6219446220388385,Hawkish
경쟁사/NNG,72,41,113,1.5916931441528919,Hawkish
부채한도/NNG;협상/NNG;불확실성/NNG,12,8,20,1.3595712272972615,Hawkish
경제/NNG;성장률/NNG;낮/VA,36,17,53,1.9193946738314283,Hawkish
필라델피아제조업지수/NNG,18,10,28,1.631485472756714,Hawkish
공급/NNG;차질/NNG,61,19,80,2.909959468952034,Hawkish
선물환/NNG,203,105,308,1.7523362485164704,Hawkish
벤처/NNG,68,23,91,2.679734592933733,Hawkish
원화/NNG;절하/NNG,41,18,59,2.0645340858958416,Hawkish
내부요인/NNG,16,11,27,1.3183720991973447,Hawkish
서로/NNG,14,9,23,1.4099257171971604,Hawkish
천장/NNG,16,4,20,3.6255232727926976,Hawkish
수요/NNG;억제/NNG,24,16,40,1.3595712272972615,Hawkish
소급/NNG,12,8,20,1.3595712272972615,Hawkish
국제/NNG;유가상승/NNG,12,7,19,1.5537956883397277,Hawkish
외치/VV,16,10,26,1.4502093091170791,Hawkish
분분/NNG,710,483,1193,1.3323610371029064,Hawkish
중개인/NNG,17,8,25,1.9260592386711206,Hawkish
인준/NNG,29,6,35,4.380840621291177,Hawkish
이념/NNG,25,14,39,1.618537175353883,Hawkish
에르/NNG,26,12,38,1.9638251060960445,Hawkish
개구리/NNG,25,11,36,2.059956404995851,Hawkish
바작/NNG,18,11,29,1.4831686115970129,Hawkish
액면가/NNG,42,28,70,1.3595712272972618,Hawkish
난항/NNG,104,71,175,1.3276564097550725,Hawkish
금리/NNG;제약/NNG,68,31,99,1.9881901818540597,Hawkish
흡흡/MAG,13,8,21,1.4728688295720334,Hawkish
내수/NNG,1855,1163,3018,1.4456890952344053,Hawkish
침체/NNG;위험/NNG,17,9,26,1.7120526565965517,Hawkish
비대칭/NNG,38,24,62,1.4351029621471094,Hawkish
일부구간/NNG,23,7,30,2.978108402651145,Hawkish
불분명/NNG,40,26,66,1.3944320279971913,Hawkish
각하/NNG,17,10,27,1.5408473909368965,Hawkish
진폭/NNG,23,15,38,1.389783921237201,Hawkish
인플레이션/NNG;우려/NNG;완화/NNG,18,10,28,1.631485472756714,Hawkish
때로/MAG,27,15,42,1.631485472756714,Hawkish
매수의견/NNG,34,20,54,1.5408473909368965,Hawkish
의사봉/NNG,45,3,48,13.595712272972616,Hawkish
비국/NNG,13,8,21,1.4728688295720334,Hawkish
토목/NNG,31,17,48,1.6528120802437296,Hawkish
전문투자자/NNG,37,11,48,3.0487354793938595,Hawkish
경기/NNG;침체/NNG;피하/VV,24,16,40,1.3595712272972615,Hawkish
사증/NNG,12,6,18,1.8127616363963488,Hawkish
커플링/NNG,23,9,32,2.3163065353953347,Hawkish
물가/NNG;높/VA,99,59,158,1.5208762881630384,Hawkish
분기기/NNG,62,31,93,1.8127616363963486,Hawkish
전입액/NNG,50,13,63,3.4860800699929784,Hawkish
강점/NNG,72,49,121,1.3318248757197666,Hawkish
정상화계획/NNG,24,13,37,1.6733184335966296,Hawkish
반기/VV,67,39,106,1.5571157645968636,Hawkish
고정금리채/NNG,11,6,17,1.661698166696653,Hawkish
돌파구/NNG,25,13,38,1.7430400349964892,Hawkish
식업/NNG,13,6,19,1.9638251060960445,Hawkish
반토막/NNG,30,20,50,1.3595712272972615,Hawkish
rqfii/NNG,19,9,28,1.9134706161961461,Hawkish
사모/NNG,1301,827,2128,1.4258784092815293,Hawkish
인플레이션/NNG;낮/VA,58,40,98,1.314252186387353,Hawkish
스타트업/NNG,136,57,193,2.1625928293851175,Hawkish
방증/NNG,109,59,168,1.6745001556542545,Hawkish
민평/NNG;금리/NNG;낮/VA,13,9,22,1.309216737397363,Hawkish
노호/NNG,132,46,178,2.600918869612153,Hawkish
출격/NNG,13,8,21,1.4728688295720334,Hawkish
불용/NNG,24,3,27,7.251046545585395,Hawkish
평상시/NNG,19,12,31,1.4351029621471094,Hawkish
오름/NNG,1543,859,2402,1.6281089667983508,Hawkish
미용/NNG,29,3,32,8.761681242582354,Hawkish
메이/NNG,12,7,19,1.5537956883397277,Hawkish
스태프/NNG,32,22,54,1.3183720991973447,Hawkish
인하/NNG;기대/NNG;축소/NNG,13,9,22,1.309216737397363,Hawkish
소비/NNG;약화/NNG,16,6,22,2.417015515195132,Hawkish
초청/NNG,39,21,60,1.6832786623680382,Hawkish
답변자/NNG,31,10,41,2.8097805364143404,Hawkish
세전/NNG,33,19,52,1.574240368449461,Hawkish
국제/NNG;유가/NNG;상승/NNG,112,73,185,1.390611666276651,Hawkish
전망/NNG;개선/NNG,32,22,54,1.3183720991973447,Hawkish
트랙터/NNG,19,3,22,5.740411848588438,Hawkish
아웃/NNG,261,101,362,2.342231619304193,Hawkish
벌벌벌벌/MAG,71,30,101,2.1451012697356795,Hawkish
인플레이션/NNG;기대/NNG;높/VA,23,11,34,1.895159892596183,Hawkish
변질/NNG,12,7,19,1.5537956883397277,Hawkish
기저효과/NNG;수요/NNG;압력/NNG,17,10,27,1.5408473909368965,Hawkish
간부/NNG,33,13,46,2.300812846195366,Hawkish
발계/NNG,17,2,19,7.704236954684482,Hawkish
신산업/NNG,30,10,40,2.719142454594523,Hawkish
공고히/MAG,28,17,45,1.4928625240911106,Hawkish
식음료/NNG,42,22,64,1.7303633801965148,Hawkish
공립/NNG,13,5,18,2.3565901273152536,Hawkish
구두/NNG,370,177,547,1.8946943657249973,Hawkish
흡수력/NNG,40,22,62,1.647965123996681,Hawkish
예상/NNG;확대/NNG,34,12,46,2.5680789848948273,Hawkish
채울/VV,21,9,30,2.1148885757957405,Hawkish
일회성비용/NNG,26,14,40,1.6832786623680382,Hawkish
뇌관/NNG,22,10,32,1.9940378000359835,Hawkish
높/VA;이자/NNG;부담/NNG,13,7,20,1.6832786623680382,Hawkish
인민/NNG,35,19,54,1.6696488756282162,Hawkish
집중도/NNG,31,12,43,2.3414837803452837,Hawkish
신성장동력/NNG,48,21,69,2.07172758445297,Hawkish
이루어짐/VV,27,16,43,1.5295176307094194,Hawkish
공급/NNG;개선/NNG,17,5,22,3.081694781873793,Hawkish
여력/NNG;크/VV,20,11,31,1.647965123996681,Hawkish
누빈/VV,15,5,20,2.719142454594523,Hawkish
확장국면/NNG,210,138,348,1.3792751581276568,Hawkish
요원/NNG,76,41,117,1.6801205410502746,Hawkish
글로컬/NNG,14,8,22,1.5861664318468052,Hawkish
다이버/NNG,49,7,56,6.344665727387222,Hawkish
동그라미/NNG,55,34,89,1.4662042647323408,Hawkish
기행/NNG,12,6,18,1.8127616363963488,Hawkish
통일/NNG,50,25,75,1.8127616363963488,Hawkish
삼가/VV,24,14,38,1.5537956883397277,Hawkish
계양/NNG,21,12,33,1.5861664318468052,Hawkish
제이차/NNG,157,68,225,2.092673359663432,Hawkish
설명력/NNG,47,19,66,2.2420999187007475,Hawkish
고졸/NNG,19,8,27,2.1526544432206642,Hawkish
추진력/NNG,49,27,76,1.6449133367300204,Hawkish
파급시차/NNG,25,4,29,5.66488011373859,Hawkish
기부금/NNG,17,6,23,2.5680789848948273,Hawkish
기념식/NNG,23,13,36,1.6035968321967702,Hawkish
냉정/NNG,27,14,41,1.7480201493821939,Hawkish
통화정책/NNG;인상/NNG,15,8,23,1.699464034121577,Hawkish
둔화/NNG;압력/NNG,23,11,34,1.895159892596183,Hawkish
수진/NNG,47,1,48,42.599898455314204,Hawkish
방공/NNG,32,4,36,7.251046545585395,Hawkish
총합계/NNG,30,20,50,1.3595712272972615,Hawkish
물가/NNG;상승률/NNG;둔화/NNG,155,93,248,1.5106346969969575,Hawkish
도제/NNG,18,4,22,4.078713681891785,Hawkish
경제활동참가율/NNG;상승/NNG,12,8,20,1.3595712272972615,Hawkish
퉁퉁/MAG,14,3,17,4.229777151591481,Hawkish
안녕/NNG,46,14,60,2.978108402651145,Hawkish
거리/NNG,281,169,450,1.507059230258503,Hawkish
투자등급채/NNG,76,45,121,1.5307764929569168,Hawkish
북빌딩/NNG,60,40,100,1.3595712272972615,Hawkish
gdp/NNG;예상/NNG;상회/NNG,15,9,24,1.5106346969969573,Hawkish
예대비율/NNG,16,8,24,1.8127616363963488,Hawkish
세전이익/NNG,97,34,131,2.585851157800674,Hawkish
플레이어/NNG,22,15,37,1.3293585333573226,Hawkish
배출권/NNG,62,5,67,11.239122145657362,Hawkish
정치/NNG;부담/NNG,16,11,27,1.3183720991973447,Hawkish
절약/NNG,31,18,49,1.560989186896856,Hawkish
측근/NNG,17,10,27,1.5408473909368965,Hawkish
소득/NNG;감소/NNG,25,8,33,2.832440056869295,Hawkish
더디/VA,599,396,995,1.3710154295472388,Hawkish
가격/NNG;오름/NNG;둔화/NNG,48,21,69,2.07172758445297,Hawkish
eps/NNG,494,247,741,1.812761636396349,Hawkish
따라잡/VV,36,23,59,1.418683019788447,Hawkish
정말/MAG,124,65,189,1.7290957147165174,Hawkish
의향/NNG,20,11,31,1.647965123996681,Hawkish
국방비/NNG,65,32,97,1.8410860369650417,Hawkish
금리/NNG;부정적/VAX,13,7,20,1.6832786623680382,Hawkish
소재지/NNG,16,2,18,7.251046545585395,Hawkish
보폭/NNG,21,5,26,3.8067994364323328,Hawkish
상상/NNG,3232,1452,4684,2.017508818468664,Hawkish
유가/NNG;우려/NNG,14,4,18,3.1723328636936103,Hawkish
전략비축유/NNG,39,10,49,3.5348851909728802,Hawkish
모를/VV,46,22,68,1.895159892596183,Hawkish
발의/NNG,54,32,86,1.5295176307094194,Hawkish
은행간시장/NNG,14,3,17,4.229777151591481,Hawkish
석유파동/NNG,18,4,22,4.078713681891785,Hawkish
수요/NNG;약화/NNG,55,33,88,1.5106346969969575,Hawkish
탁월/NNG,16,8,24,1.8127616363963488,Hawkish
상향/NNG;안정/NNG,31,20,51,1.4048902682071702,Hawkish
상위기업/NNG,20,11,31,1.647965123996681,Hawkish
위험/NNG;상방/NNG,13,4,17,2.9457376591440667,Hawkish
공기/NNG,21,12,33,1.5861664318468052,Hawkish
들들들/MAG,40,13,53,2.7888640559943827,Hawkish
각도/NNG,36,18,54,1.812761636396349,Hawkish
럭셔리/NNG,18,12,30,1.3595712272972618,Hawkish
긴축/NNG;금리/NNG;인상/NNG,12,8,20,1.3595712272972615,Hawkish
배후/NNG,81,22,103,3.3371293760932788,Hawkish
저탄소/NNG,87,37,124,2.131219761709221,Hawkish
일감/NNG,30,8,38,3.398928068243154,Hawkish
인리/NNG,14,6,20,2.1148885757957405,Hawkish
이어진다는/VV,20,11,31,1.647965123996681,Hawkish
국토교통부/NNG,166,85,251,1.7701084214223173,Hawkish
경제/NNG;활동/NNG;제약/NNG,24,14,38,1.5537956883397277,Hawkish
외화부채/NNG,32,9,41,3.222687353593509,Hawkish
무인기/NNG,36,8,44,4.078713681891785,Hawkish
예상/NNG;금리/NNG;인상/NNG,46,27,73,1.544204356930223,Hawkish
퇴직금/NNG,12,8,20,1.3595712272972615,Hawkish
상당폭/NNG,399,239,638,1.5131629559040651,Hawkish
환영/NNG,82,35,117,2.1235207740642945,Hawkish
문턱/NNG,48,29,77,1.5002165266728402,Hawkish
말잔/NNG,40,26,66,1.3944320279971913,Hawkish
청소년/NNG,23,13,36,1.6035968321967702,Hawkish
하방/NNG;지지/NNG,18,5,23,3.262970945513428,Hawkish
거스를/VV,26,7,33,3.3665573247360765,Hawkish
물러섰/VV,20,7,27,2.589659480566213,Hawkish
국책은행/NNG,85,42,127,1.8343421320677338,Hawkish
금리/NNG;커브/NNG;플래트닝/NNG,12,8,20,1.3595712272972615,Hawkish
대내외/NNG;여건/NNG;불확실성/NNG,15,8,23,1.699464034121577,Hawkish
이익/NNG;성장/NNG,13,9,22,1.309216737397363,Hawkish
물가/NNG;악순환/NNG,11,6,17,1.661698166696653,Hawkish
자본/NNG;통제/NNG,12,8,20,1.3595712272972615,Hawkish
민첩/NNG,14,6,20,2.1148885757957405,Hawkish
상장잔액/NNG,29,2,31,13.14252186387353,Hawkish
용액/NNG,16,8,24,1.8127616363963488,Hawkish
증권저축/NNG,12,5,17,2.1753139636756185,Hawkish
아직/MAG;금리/NNG;인상/NNG,22,15,37,1.3293585333573226,Hawkish
신재/NNG,29,18,47,1.460280207097059,Hawkish
소비/NNG;심리/NNG;악화/NNG,16,7,23,2.0717275844529706,Hawkish
인하/NNG;불확실성/NNG,17,9,26,1.7120526565965517,Hawkish
눈치/NNG,75,46,121,1.4777948122796323,Hawkish
물간/NNG,19,4,23,4.3053088864413285,Hawkish
지수/NNG;반등/NNG,13,5,18,2.3565901273152536,Hawkish
저축대부조합/NNG,29,3,32,8.761681242582354,Hawkish
확장/NNG;하회/NNG,13,5,18,2.3565901273152536,Hawkish
인상/NNG;끝/NNG,13,7,20,1.6832786623680382,Hawkish
내수/NNG;부양/NNG,25,12,37,1.8882933712461967,Hawkish
금리/NNG;인하/NNG;자신/NNG,27,17,44,1.4395460053735711,Hawkish
지하/NNG,34,21,55,1.467473705654187,Hawkish
뉘앙스/NNG,50,29,79,1.5627255486175422,Hawkish
소비/NNG;둔화/NNG,113,57,170,1.7968602185332228,Hawkish
고용/NNG;지표/NNG;견조/NNG,27,18,45,1.3595712272972618,Hawkish
반증/NNG,52,31,83,1.5203807273001635,Hawkish
압축/NNG,47,18,65,2.3666610252952336,Hawkish
듀레이션/NNG;길/VA,31,17,48,1.6528120802437296,Hawkish
주택/NNG;지표/NNG;부진/NNG,13,5,18,2.3565901273152536,Hawkish
fcf/NNG,133,72,205,1.674286789171628,Hawkish
고창/NNG,16,5,21,2.9004186182341583,Hawkish
평형/NNG,23,2,25,10.423379409279006,Hawkish
침체국면/NNG,204,100,304,1.8490168691242757,Hawkish
달치/NNG,16,7,23,2.0717275844529706,Hawkish
물가/NNG;잡/VV,52,35,87,1.3466229298944306,Hawkish
레버리지/NNG;높/VA,13,9,22,1.309216737397363,Hawkish
배출량/NNG,225,59,284,3.45653701855236,Hawkish
경상/NNG;수지/NNG;개선/NNG,24,14,38,1.5537956883397277,Hawkish
금리/NNG;고점/NNG,89,45,134,1.7926198404363893,Hawkish
트리플강세/NNG,17,8,25,1.9260592386711206,Hawkish
함정/NNG,38,26,64,1.3247104265973317,Hawkish
고용자수/NNG;회복/NNG,18,4,22,4.078713681891785,Hawkish
개선/NNG;상향/NNG,15,3,18,4.531904090990872,Hawkish
경기/NNG;하방/NNG;위험/NNG;크/VV,26,6,32,3.927650212192089,Hawkish
자당/NNG,17,6,23,2.5680789848948273,Hawkish
농담/NNG,19,4,23,4.3053088864413285,Hawkish
적획/NNG,56,37,93,1.3718196167323722,Hawkish
식료품/NNG,446,288,734,1.403631405959673,Hawkish
태풍/NNG,35,23,58,1.3792751581276568,Hawkish
발동/NNG,91,44,135,1.8745603285462247,Hawkish
매출/NNG;감소/NNG,75,42,117,1.6185371753538829,Hawkish
금과은/NNG,16,3,19,4.834031030390264,Hawkish
재택근무/NNG,32,21,53,1.3811517229686467,Hawkish
상호기금/NNG,12,7,19,1.5537956883397277,Hawkish
다다르/VV,15,3,18,4.531904090990872,Hawkish
opec/NNG;감산/NNG,51,32,83,1.4445444290033405,Hawkish
미결정/NNG,38,2,40,17.221235545765314,Hawkish
다행히/MAG,90,56,146,1.4566834578184946,Hawkish
신용공여액/NNG,13,8,21,1.4728688295720334,Hawkish
신계약/NNG,54,35,89,1.398416119505755,Hawkish
계절조정/NNG,453,270,723,1.520705594976937,Hawkish
둔화/NNG,11352,7671,19023,1.3413160015885381,Hawkish
위험자산/NNG;선호/NNG;위축/NNG,16,3,19,4.834031030390264,Hawkish
물가/NNG;금리/NNG;상승/NNG,16,8,24,1.8127616363963488,Hawkish
거래액/NNG,41,17,58,2.1859772674191262,Hawkish
오디세이아/NNG,22,6,28,3.323396333393306,Hawkish
정액/NNG,34,16,50,1.9260592386711206,Hawkish
잠재/NNG;성장률/NNG;하회/NNG,26,9,35,2.618433474794726,Hawkish
서브프라임사태/NNG,39,21,60,1.6832786623680382,Hawkish
오판/NNG,18,11,29,1.4831686115970129,Hawkish
재보험/NNG,22,8,30,2.4925472500449795,Hawkish
