,date,title,ngrams,Labeling
0,2010.05.12,금융통화위원회 의사록(2010년도 제10차)(2010.5.12),"사태/NNG, 각국/NNG, 금융기관/NNG, 미시/NNG, 거시/NNG, 건전성/NNG, 감독/NNG, 중요/NNG, 인식/NNG, 거시/NNG, 건전성/NNG, 감독/NNG, 기능/NNG, 강화/NNG, 제도/NNG, 개편/NNG, 이루/VV, 지지/NNG, 지적/NNG, 감독/NNG, 모두/MAG, 위기/NNG, 대응/NNG, 체제/NNG, 취약점/NNG, 어떻게/MAG, 보완/NNG, 대해/VV, 고민/NNG, 의견/NNG, 표명/NNG, 부채/NNG, 지나치/VA, 국가/NNG, 부채/NNG, 축소/NNG, 위하/VV, 긴축정책/NNG, 실시/NNG, 성장/NNG, 둔화/NNG, 물가/NNG, 하락/NNG, 나타나/VV, 민간/NNG, 소득/NNG, 감소/NNG, 실질/NNG, 부채/NNG, 부담/NNG, 더욱/MAG, 부채/NNG, 디플레이션/NNG, 악순환/NNG, 경제/NNG, 위기/NNG, 공통/NNG, 지적/NNG, 유사/NNG, 과다/NNG, 부채/NNG, 국가/NNG, 위험/NNG, 빠지/VV, 국가/NNG, 동향/NNG, 항상/MAG, 유의/NNG, 구제금융/NNG, 지원/NNG, 단기/NNG, 위기/NNG, 진정/NNG, 추가/NNG, 투자/NNG, 다가오/VV, 위기/NNG, 극복/NNG, 가능성/NNG, 사태/NNG, 대비/NNG, 차원/NNG, 그리스사태/NNG, 미치/VV, 영향/NNG, 대해/VV, 보다/MAG, 보수/NNG, 전제/NNG, 설정/NNG, 대책/NNG, 강구/NNG, 필요/NNG, 의견/NNG, 나타나/VV, 아울러/MAG, 외국인/NNG, 투자자금/NNG, 유입/NNG, 생산/NNG, 투자/NNG, 이어지/VV, 경제/NNG, 활력/NNG, 긍정적/VAX, 효과/NNG, 투자자금/NNG, 시장/NNG, 머무르/VV, 자산/NNG, 가격/NNG, 거품/NNG, 유발/NNG, 해외/NNG, 불안요인/NNG, 직접/NNG, 수입/NNG, 외환/NNG, 급격/NNG, 유출/NNG, 인하/VV, 금융시장/NNG, 불안/NNG, 부작용/NNG, 매우/MAG, 나타나/VV, 외화자금/NNG, 유입/NNG, 규모/NNG, 속도/NNG, 대해/VV, 보다/MAG, 면밀/NNG, 모니터링/NNG, 당부/NNG, 동의/NNG, 외환보유액/NNG, 경상/NNG, 수지/NNG, 흑자/NNG, 자본/NNG, 수지/NNG, 순유입/NNG, 통하/VV, 채권/NNG, 발행/NNG, 통하/VV, 외환/NNG, 동채/NNG, 외국인/NNG, 보유/NNG, 동일/NNG, 결국/MAG, 외채/NNG, 통하/VV, 외환보유액/NNG, 증대/NNG, 현상/NNG, 지적/NNG, 이러/NNG, 자금/NNG, 해외/NNG, 환류/NNG, 방안/NNG, 강구/NNG, 필요/NNG, 장단기/NNG, 금리/NNG, 하락/NNG, 시중/NNG, 자금/NNG, 단기/NNG, 부동/NNG, 현상/NNG, 심화/NNG, 가능성/NNG, 단기/NNG, 부동/NNG, 자금/NNG, 규모/NNG, 추정/NNG, 위하/VV, 새롭/VA, 지표/NNG, 개발/NNG, 다양/NNG, 분석/NNG, 노력/NNG, 사이클/NNG, 당부/NNG, 단기/NNG, 부동/NNG, 자금/NNG, 쏠림/NNG, 사전/NNG, 위하/VV, 보다/MAG, 면밀/NNG, 모니터링/NNG, 시스템/NNG, 구축/NNG, 의견/NNG, 나타나/VV, 디플레이션/NNG, 황시/NNG, 주식/NNG, 부동산/NNG, 소비/NNG, 미치/VV, 효과/NNG, 대해/VV, 대해/VV, 부동산/NNG, 주식/NNG, 비용/NNG, 고유동성/NNG, 떨어/VV, 부의효과/NNG, 분석/NNG, 주택/NNG, 보유/NNG, 유무/NNG, 주택/NNG, 크기/NNG, 주택/NNG, 보유/NNG, 달라지/VV, 답변/NNG, 외환보유액/NNG;경상/NNG;수지/NNG;흑자/NNG, 장단기/NNG;금리/NNG;하락/NNG, 둔화/NNG;물가/NNG;하락/NNG, 자산/NNG;가격/NNG;거품/NNG, 경제/NNG;활력/NNG;높/VV, 디플레이션/NNG;악순환/NNG, 외환보유액/NNG;증대/NNG, 금융시장/NNG;불안/NNG, 긍정적/VAX;효과/NNG, 불안/NNG;부작용/NNG, 고유동성/NNG;떨어/VV, 부채/NNG;축소/NNG, 성장/NNG;둔화/NNG, 소득/NNG;감소/NNG, 부채/NNG;부담/NNG, 흑자/NNG;아니/VCN, 위험/NNG;빠지/VV, 위기/NNG;쉽/VA",Same
1,2010.07.09,금융통화위원회 의사록(2010년도 제14차)(2010.7.9),"금리/NNG, 상시/NNG, 차익거래/NNG, 확대/NNG, 외국인/NNG, 채권투자/NNG, 자금/NNG, 유입/NNG, 증가/NNG, 인하/VV, 환율/NNG, 절상/NNG, 경제/NNG, 악영향/NNG, 미치/VV, 주장/NNG, 의견/NNG, 대해/VV, 환율/NNG, 영향/NNG, 미치/VV, 요인/NNG, 자본/NNG, 이동/NNG, 경상/NNG, 수지/NNG, 경제/NNG, 성장/NNG, 물가/NNG, 전망/NNG, 기대/NNG, 다양/NNG, 자본/NNG, 대상/NNG, 주식자금/NNG, 채권자금/NNG, 영향/NNG, 서로/MAG, 다르/VA, 금리/NNG, 상시/NNG, 환율/NNG, 변동/NNG, 방향/NNG, 명확히/MAG, 제시/NNG, 어렵/VA, 답변/NNG, 채권투자/NNG, 자금/NNG, 유출입/NNG, 대상/NNG, 실증분석/NNG, 결과/NNG, 차익거래/NNG, 유인/NNG, 외국인/NNG, 채권투자/NNG, 상관관계/NNG, 미미/NNG, 나타나/VV, 소개/NNG, 따라서/VV, 금리/NNG, 인상/NNG, 외국인/NNG, 투자자금/NNG, 유입/NNG, 증가/NNG, 가져온다는/VV, 주장/NNG, 현실/NNG, 의견/NNG, 제시/NNG, 아울러/MAG, 환차익/NNG, 위하/VV, 헤지/NNG, 유입/NNG, 외국인/NNG, 채권투자/NNG, 자금/NNG, 국제/NNG, 금융시장/NNG, 불안/NNG, 확대/NNG, 단기간/NNG, 유출/NNG, 외환시장/NNG, 변동성/NNG, 확대/NNG, 가능성/NNG, 대해/VV, 외국인/NNG, 채권투자/NNG, 자금/NNG, 가운데/NNG, 헤지/NNG, 유입/NNG, 자금/NNG, 비중/NNG, 그리/MAG, 자금/NNG, 일시/NNG, 유출/NNG, 가능성/NNG, 답변/NNG, 채권자금/NNG, 만기/NNG, 도래/NNG, 영향/NNG, 일시적/VAX, 나타나/VV, 사전/NNG, 기시/NNG, 유출/NNG, 가능/NNG, 규모/NNG, 파악/NNG, 유의/NNG, 원화/NNG, 환율/NNG, 변동성/NNG, 확대/NNG, 이유/NNG, 재정위기/NNG, 위안/NNG, 유연/NNG, 확대/NNG, 요인/NNG, 주된/VV, 요인/NNG, 작용/NNG, 지만/NNG, 거시정책/NNG, 불확실성/NNG, 기인/NNG, 지적/NNG, 환율/NNG, 변동성/NNG, 위하/VV, 노력/NNG, 필요/NNG, 그렇/VA, 환율/NNG, 변동/NNG, 범위/NNG, 상하/NNG, 인위적/VAX, 설정/NNG, 투기/NNG, 거래/NNG, 확대/NNG, 변동성/NNG, 더욱/MAG, 위험/NNG, 견해/NNG, 밝히/VV, 외국인/NNG, 지점/NNG, 채권투자/NNG, 순매도/NNG, 기록/NNG, 이유/NNG, 대해/VV, 대해/VV, 채권/NNG, 만기/NNG, 도래/NNG, 규모/NNG, 증가/NNG, 자금사정/NNG, 악화/NNG, 겹친/VV, 주원인/NNG, 만기/NNG, 도래/NNG, 규모/NNG, 절반/NNG, 수준/NNG, 채권/NNG, 상대적/VAX, 안전성/NNG, 부각/NNG, 차익거래/NNG, 유인/NNG, 지속/NNG, 인하/VV, 당분간/MAG, 외국인/NNG, 채권투자/NNG, 자금/NNG, 완만/NNG, 유입/NNG, 예상/NNG, 답변/NNG, 금리/NNG, 인상/NNG, 기대/NNG, 시장/NNG, 금리/NNG, 반영/NNG, 실제로/MAG, 금리/NNG, 장기간/NNG, 인상/NNG, 나타나/VV, 부작용/NNG, 대해/VV, 대해/VV, 불확실성/NNG, 지속/NNG, 시장/NNG, 투자심리/NNG, 약화/NNG, 대내외/NNG, 여건/NNG, 변화/NNG, 금융시장/NNG, 민감/NNG, 반응/NNG, 금리/NNG, 변동성/NNG, 확대/NNG, 판단/NNG, 답변/NNG, 수준/NNG, 가계/NNG, 부채/NNG, 통화정책/NNG, 결정/NNG, 제약요인/NNG, 작용/NNG, 주택담보대출/NNG, 주택/NNG, 경기/NNG, 부진/NNG, 불구/NNG, 금리/NNG, 수준/NNG, 인하/VV, 계속/MAG, 대해/VV, 우려/NNG, 표명/NNG, 장기/NNG, 추세/NNG, 수준/NNG, 다소/MAG, 하락/NNG, 경기/NNG, 회복/NNG, 통화유통속도/NNG, 점차/MAG, 빠르/VA, 의미/NNG, 지적/NNG, 물가/NNG, 상승/NNG, 압력/NNG, 작용/NNG, 주시/NNG, 필요/NNG, 언급/NNG, 은행/NNG, 대출태도/NNG, 강화/NNG, 이유/NNG, 은행/NNG, 금리/NNG, 인상/NNG, 기대/NNG, 따르/VV, 수익성/NNG, 제고/NNG, 의도/NNG, 기업/NNG, 구조조정/NNG, 미흡/NNG, 따르/VV, 경계/NNG, 확대/NNG, 우선/MAG, 대해/VV, 기업/NNG, 대출/NNG, 고정/NNG, 금리/NNG, 대출비중/NNG, 그리/MAG, 감안/NNG, 금리/NNG, 인상/NNG, 기대/NNG, 따르/VV, 수익성/NNG, 제고/NNG, 의도/NNG, 은행/NNG, 대출태도/NNG, 영향/NNG, 생각/NNG, 반면/NNG, 지원/NNG, 정책/NNG, 힘입/VV, 중소기업/NNG, 대해/VV, 상당/NNG, 수준/NNG, 대출/NNG, 이루/VV, 건설/NNG, 해운/NNG, 업종/NNG, 구조조정/NNG, 이루/VV, 업종/NNG, 중소기업/NNG, 대출/NNG, 위험/NNG, 은행/NNG, 대출태도/NNG, 강화/NNG, 영향/NNG, 미치/VV, 추정/NNG, 답변/NNG, 은행/NNG, 기업/NNG, 대출/NNG, 위험/NNG, 상대적/VAX, 주택담보대출/NNG, 주력함/NNG, 자원/NNG, 효율/NNG, 배분/NNG, 금융중개기능/NNG, 제대로/MAG, 수행/NNG, 대해/VV, 국가/NNG, 경제/NNG, 위하/VV, 은행/NNG, 금융중개기능/NNG, 충실히/MAG, 수행/NNG, 중요/NNG, 위험관리/NNG, 통하/VV, 국가/NNG, 경제/NNG, 부담/NNG, 실한/VA, 은행/NNG, 유지/NNG, 필요/NNG, 양자/NNG, 균형/NNG, 필요/NNG, 답변/NNG, 대해/VV, 은행/NNG, 가계/NNG, 금융/NNG, 기업금융/NNG, 통하/VV, 경제/NNG, 긍정적/VAX, 역할/NNG, 특히/MAG, 생산/NNG, 통하/VV, 가격/NNG, 창출/NNG, 기관/NNG, 불구/NNG, 손쉽/VA, 가계/NNG, 주택담보대출/NNG, 치중/NNG, 경제/NNG, 성장/NNG, 잠재력/NNG, 확충/NNG, 차원/NNG, 바람직/NNG, 의견/NNG, 제시/NNG, 중소기업/NNG, 대출/NNG, 연체율/NNG, 어음/NNG, 부도율/NNG, 상승/NNG, 불구/NNG, 기업/NNG, 자금사정/NNG, 원활/NNG, 상태/NNG, 판단/NNG, 근거/NNG, 대해/VV, 대해/VV, 중소기업자금/NNG, 사정/NNG, 수치/NNG, 기록/NNG, 설문조사/NNG, 결과/NNG, 자금/NNG, 호전/NNG, 예상/NNG, 기업/NNG, 다수/NNG, 자금사정/NNG, 원활/NNG, 판단/NNG, 중소기업/NNG, 대출/NNG, 연체율/NNG, 계속/MAG, 대해서/VV, 경계/NNG, 가지/VV, 살펴보/VV, 답변/NNG, 대해/VV, 자금시장/NNG, 양극화/NNG, 현상/NNG, 지나치/VA, 뚜렷/NNG, 해지/NNG, 대해/VV, 보다/MAG, 면밀/NNG, 모니터링/NNG, 당부/NNG, 사례/NNG, 주택담보대출/NNG, 주택/NNG, 서로/MAG, 상승/NNG, 작용/NNG, 통하/VV, 상당/NNG, 가격/NNG, 상승/NNG, 유발/NNG, 이때/NNG, 금리/NNG, 정책/NNG, 거의/MAG, 효과/NNG, 나타나/VV, 지적/NNG, 주택시장/NNG, 부진/NNG, 인하/VV, 규제/NNG, 완화/NNG, 필요성/NNG, 제기/NNG, 주택담보대출/NNG, 꾸준히/MAG, 증가/NNG, 경기/NNG, 상승/NNG, 맞물릴/VV, 주택가격/NNG, 상승/NNG, 돌아/VV, 유의/NNG, 필요/NNG, 의견/NNG, 나타나/VV, 주택담보대출/NNG, 주택가격/NNG, 움직임/NNG, 서로/MAG, 다르/VA, 나타나/VV, 현상/NNG, 대해/VV, 주택가격/NNG, 대출/NNG, 요인/NNG, 의해서/VV, 결정/NNG, 반드시/MAG, 방향/NNG, 나타나/VV, 답변/NNG, 국제/NNG;금융시장/NNG;불안/NNG;확대/NNG, 원화/NNG;환율/NNG;변동성/NNG;확대/NNG, 경제/NNG;성장/NNG;잠재력/NNG;확충/NNG, 외환시장/NNG;변동성/NNG;확대/NNG, 경제/NNG;부담/NNG;주/VV;않/VX, 투자자금/NNG;유입/NNG;증가/NNG, 은행/NNG;대출태도/NNG;강화/NNG, 중소기업/NNG;대출/NNG;위험/NNG, 절상/NNG;경제/NNG;악영향/NNG, 금리/NNG;변동성/NNG;확대/NNG, 어음/NNG;부도율/NNG;상승/NNG, 주택/NNG;경기/NNG;부진/NNG, 하락/NNG;경기/NNG;회복/NNG, 물가/NNG;상승/NNG;압력/NNG, 은행/NNG;금리/NNG;인상/NNG, 자금사정/NNG;악화/NNG, 투자심리/NNG;약화/NNG, 구조조정/NNG;미흡/NNG, 주택시장/NNG;부진/NNG, 주택가격/NNG;상승/NNG, 경제/NNG;긍정적/VAX, 자금/NNG;호전/NNG, 경기/NNG;상승/NNG, 변동성/NNG;줄/VV",Up
2,2010.08.12,금융통화위원회 의사록(2010년도 제16차)(2010.8.12),"연동/NNG, 대출/NNG, 취급/NNG, 확대/NNG, 통화정책/NNG, 미치/VV, 영향/NNG, 금리/NNG, 파급경로/NNG, 변화/NNG, 대해/VV, 연동/NNG, 대출/NNG, 비중/NNG, 금리/NNG, 적용/NNG, 파급시차/NNG, 가능성/NNG, cd/NNG, 답변/NNG, 금리/NNG, 단기/NNG, 금융시장/NNG, 자본시장/NNG, 환율/NNG, 다양/NNG, 영향/NNG, 미치/VV, 금리/NNG, 인상/NNG, 효과/NNG, 평가/NNG, 위하/VV, 이러/NNG, 분야/NNG, 미치/VV, 영향/NNG, 광범위/NNG, 고려/NNG, 견해/NNG, 표명/NNG, 아울러/MAG, 단기/NNG, 금융시장/NNG, 육성/NNG, 방안/NNG, 포함/NNG, 단기/NNG, 국채/NNG, 발행/NNG, 금융기관/NNG, 단기물/NNG, 수요/NNG, 자칫/MAG, 단기/NNG, 금리/NNG, 상승/NNG, 가능성/NNG, 구축효과/NNG, 인하/VV, 의도/NNG, 재정정책/NNG, 효과/NNG, 어렵/VA, 시장/NNG, 활성화/NNG, 단기물/NNG, rp/NNG, 확충/NNG, 방안/NNG, 강구/NNG, 발행/NNG, 여부/NNG, 검토/NNG, 바람직/NNG, 의견/NNG, 개진/NNG, 주택담보대출/NNG, 용도/NNG, 주택구입/NNG, 목적/NNG, 이유/NNG, 대출/NNG, 상환/NNG, 사업자금/NNG, 구입/NNG, 사용/NNG, 위함/VV, 지적/NNG, 특히/MAG, 개인사업자/NNG, 대출/NNG, 주택담보대출/NNG, 각종/NNG, 규제/NNG, 회피/NNG, 위하/VV, 편법/NNG, 가능성/NNG, 대해/VV, 유의/NNG, 살피/VV, 요청/NNG, 아울러/MAG, 수출/NNG, 중소기업/NNG, 대기업/NNG, 상생/NNG, 협력/NNG, 자금사정/NNG, 양호/NNG, 반해/VV, 내수/NNG, 중소기업/NNG, 은행/NNG, 대출태도/NNG, 경색/NNG, 자금사정/NNG, 악화/NNG, 중소기업자금/NNG, 사정/NNG, 모니터링/NNG, 수출/NNG, 중소기업/NNG, 내수/NNG, 소기업/NNG, 구분/NNG, 조사/NNG, 필요/NNG, 의견/NNG, 개진/NNG, 기업/NNG, 대출/NNG, 투자/NNG, 활동/NNG, 위하/VV, 금융/NNG, 중개/NNG, 행위/NNG, 반면/NNG, 가계/NNG, 대출/NNG, 자산/NNG, 매입/NNG, 소비/NNG, 활동/NNG, 위하/VV, 금융/NNG, 중개/NNG, 행위/NNG, 기업/NNG, 대출/NNG, 비해/VV, 생산/NNG, 지속/NNG, 증가/NNG, 금융시스템/NNG, 경제/NNG, 시스템/NNG, 성장/NNG, 잠재력/NNG, 훼손/NNG, 가능성/NNG, 지적/NNG, 그럼에도/VA, 불구/NNG, 금융기관/NNG, 안전성/NNG, 이유/NNG, 가계/NNG, 대출/NNG, 위주/NNG, 영업/NNG, 전략/NNG, 고수/NNG, 측면/NNG, 성장성/NNG, 벤처기업/NNG, 중소기업금융/NNG, 활성화/NNG, 대책/NNG, 건전/NNG, 중소기업금융/NNG, 시스템/NNG, 구축/NNG, 위하/VV, 연구/NNG, 실시/NNG, 의견/NNG, 제시/NNG, 개인사업자/NNG;대출/NNG;늘/VV, 단기/NNG;금리/NNG;상승/NNG, 자금사정/NNG;양호/NNG, 자금사정/NNG;악화/NNG, 금리/NNG;인상/NNG, 인상/NNG;효과/NNG, 성장성/NNG;높/VA, 수요/NNG;작/VA",Same
3,2010.11.16,금융통화위원회 의사록(2010년도 제22차)(2010.11.16),"금리/NNG, 인상/NNG, 내외/NNG, 확대/NNG, 따르/VV, 재정거래/NNG, 유인/NNG, 증대/NNG, 초래/NNG, 외화자금/NNG, 유입/NNG, 증가/NNG, 환율/NNG, 하락/NNG, 요인/NNG, 작용/NNG, 정설/NNG, 이론/NNG, 받아들이/VV, 금리/NNG, 인상/NNG, 스왑레이트/NNG, 상승/NNG, 재정거래/NNG, 유인/NNG, 축소/NNG, 그럼에도/VA, 불구/NNG, 외화자금/NNG, 유입/NNG, 지속/NNG, 나타나/VV, 이론/NNG, 나타나/VV, 지적/NNG, 추진/NNG, 보다/MAG, 포괄/NNG, 연구/NNG, 필요/NNG, 의견/NNG, 피력/NNG, 금리/NNG, 인상/NNG, 자본/NNG, 유입/NNG, 증가/NNG, 원화/NNG, 환율/NNG, 하락/NNG, 이어져서/VV, 결국/MAG, 수출/NNG, 감소/NNG, 논의/NNG, 전개/NNG, 오류/NNG, 감안/NNG, 지나치/VA, 단순/NNG, 극단적/VAX, 측면/NNG, 의견/NNG, 제시/NNG, 금리/NNG, 인상/NNG, 반드시/MAG, 자본/NNG, 유입/NNG, 증대/NNG, 어렵/VA, 이유/NNG, 보고서/NNG, 나타나/VV, 같이/MAG, 신흥국/NNG, 유입/NNG, 자본/NNG, bis/NNG, 금리/NNG, 경제/NNG, 성장률/NNG, 안전성/NNG, 영향/NNG, 외국인/NNG, 투자자금/NNG, 가운데/NNG, 헤지/NNG, 캐리/NNG, 자금/NNG, 내외/NNG, 금리갭/NNG, 환율/NNG, 수준/NNG, 겨냥/NNG, 환차익/NNG, 획득/NNG, 주된/VV, 목적/NNG, 주식/NNG, 투자자금/NNG, 금리/NNG, 상시/NNG, 경기/NNG, 회복/NNG, 둔화/NNG, 우려/NNG, 유출/NNG, 가능성/NNG, 자본/NNG, 유입/NNG, 확대/NNG, 원화/NNG, 절상/NNG, 이어지/VV, 명확/NNG, 국제/NNG, 수지/NNG, 차지/NNG, 경상/NNG, 수지/NNG, 환율/NNG, 영향/NNG, 미치/VV, 자본/NNG, 수지/NNG, 영향/NNG, 상대적/VAX, 유입/NNG, 자본/NNG, 수지/NNG, 달리/MAG, 경과/NNG, 반드시/MAG, 유출/NNG, 자금/NNG, 장기/NNG, 환율/NNG, 중립/NNG, 자본/NNG, 유입/NNG, 속도/NNG, 너무/MAG, 빠르/VA, 너무/MAG, 일시/NNG, 들어오/VV, 환율/NNG, 오버슈팅/NNG, 가능성/NNG, 원화/NNG, 절상/NNG, 수출/NNG, 경상/NNG, 수지/NNG, 미치/VV, 부정적/VAX, 영향/NNG, 효과/NNG, 제한적/VAX, 판단/NNG, 근거/NNG, 환율/NNG, 하락/NNG, 기업/NNG, 해외/NNG, 생산비중/NNG, 확대/NNG, 비가격경쟁력/NNG, 강화/NNG, 통하/VV, 환율/NNG, 하락/NNG, 영향/NNG, 상당부분/NNG, 흡수/NNG, 노력/NNG, 한다는/VV, 환율/NNG, 수준/NNG, 변화/NNG, 경과/NNG, 경제주체/NNG, 적응/NNG, 경기/NNG;회복/NNG;둔화/NNG;우려/NNG, 자본/NNG;유입/NNG;증가/NNG, 원화/NNG;환율/NNG;하락/NNG, 자본/NNG;유입/NNG;확대/NNG, 스왑레이트/NNG;상승/NNG, 금리/NNG;인상/NNG, 수출/NNG;감소/NNG, 원화/NNG;절상/NNG",Up
4,2010.12.09,금융통화위원회 의사록(2010년도 제24차)(2010.12.9),"월중/NNG, 금리/NNG, 인상/NNG, 구하/VV, 국고채/NNG, 금리/NNG, 사상/NNG, 최저/NNG, 수준/NNG, 하락/NNG, 원인/NNG, 대해/VV, 대해/VV, 국고채/NNG, 금리/NNG, 비해/VV, 하락/NNG, 기본/NNG, 국고채/NNG, 물량/NNG, 부족/NNG, 수급/NNG, 요인/NNG, 기인/NNG, 국고채/NNG, 발행/NNG, 증가/NNG, 해소/NNG, 본다고/VV, 답변/NNG, 국고채/NNG;발행/NNG;증가/NNG, 금리/NNG;인상/NNG",Up
5,2010.02.11,금융통화위원회 의사록(2010년도 제4차)(2010.2.11),"외자/NNG, 유입/NNG, 외국인/NNG, 포트폴리오/NNG, 매입/NNG, 은행/NNG, 차입/NNG, 의하/VV, 주로/MAG, 발생/NNG, 단기/NNG, 외채/NNG, 증가/NNG, 속도/NNG, 빠르/VA, 지점/NNG, 대외/NNG, 로부/NNG, 조달/NNG, 외화자금/NNG, 주로/MAG, 채권/NNG, 매입/NNG, 원화자산/NNG, 운용/NNG, 통화불일치/NNG, 규모/NNG, 확대/NNG, 감안/NNG, 국내외/NNG, 충격/NNG, 발생/NNG, 금융시스템/NNG, 미치/VV, 영향/NNG, 상대적/VAX, 나타나/VV, 가능성/NNG, 유의/NNG, 지적/NNG, 국제/NNG, 금융시장/NNG, 불안/NNG, 각국/NNG, 프리미엄/NNG, cds/NNG, 스프레드/NNG, 추세/NNG, 미치/VV, 파급효과/NNG, 비교/NNG, 국가/NNG, 영향/NNG, 나타나/VV, 이유/NNG, 자본시장/NNG, 자유/NNG, 주변/NNG, 국가/NNG, 확대/NNG, 국가/NNG, 관리변동환율제/NNG, 채택/NNG, 달리/MAG, 자유변동환율제/NNG, 채택/NNG, 기인/NNG, 답변/NNG, 금융위기/NNG, 시행/NNG, 소기/NNG, 지원/NNG, 대책/NNG, 종료/NNG, 예정/NNG, 은행/NNG, 위험관리/NNG, 중소기업/NNG, 대출/NNG, 적극적/VAX, 중소기업자금/NNG, 사정/NNG, 점차/MAG, 어렵/VA, 지지/NNG, 국제/NNG;금융시장/NNG;불안/NNG, 단기/NNG;외채/NNG;증가/NNG, 어렵/VA;지지/NNG;않/VX",Up
6,2010.03.11,금융통화위원회 의사록(2010년도 제6차)(2010.3.11),"국채/NNG, 투자/NNG, 확대/NNG, 안정/NNG, 외화/NNG, 확보/NNG, 긍정적/VAX, 측면/NNG, 외환시장/NNG, 통화/NNG, 교란/NNG, 요인/NNG, 작용/NNG, 모니터링/NNG, 강화/NNG, 중장기/NNG, 관점/NNG, 대응/NNG, 방안/NNG, 마련/NNG, 당부/NNG, 원달러/NNG, 하락/NNG, 원인/NNG, 위안/NNG, 절상/NNG, 가능성/NNG, 따르/VV, 대해/VV, 위안/NNG, 절상/NNG, 가능성/NNG, 뉴스/NNG, 영향/NNG, 미쳤으나/VV, 요인/NNG, 국제/NNG, 금융시장/NNG, 안정/NNG, 측면/NNG, 판단/NNG, 답변/NNG, 원달러/NNG, 경제/NNG, 펀더멘털/NNG, 국제/NNG, 금융시장/NNG, 역외/NNG, 움직임/NNG, 영향/NNG, 정책수단/NNG, 유효/NNG, 방안/NNG, 강구/NNG, 지적/NNG, 위안/NNG, 절상/NNG, 가능성/NNG, 원달러/NNG, 하락/NNG, 기조/NNG, 이어지/VV, 시장/NNG, 방향/NNG, 기대/NNG, 우려/NNG, 선물환/NNG, 매도/NNG, 특정/NNG, 집중/NNG, 위험/NNG, 대책/NNG, 마련/NNG, 필요/NNG, 지적/NNG, 대해/VV, 설득/NNG, 규제/NNG, 시장/NNG, 참가/NNG, 적절히/MAG, 조합/NNG, 장치/NNG, 미리/MAG, 마련/NNG, 언급/NNG, 위안/NNG, 절상/NNG, 세계/NNG, 환율/NNG, 모두/MAG, 조정/NNG, 가능성/NNG, 대비/NNG, 국제/NNG, 수지/NNG, 경제/NNG, 미치/VV, 영향/NNG, 미리/MAG, 분석/NNG, 사전/NNG, 대응/NNG, 방안/NNG, 강구/NNG, 필요/NNG, 의견/NNG, 제시/NNG, 건설/NNG, 수주/NNG, 해외/NNG, 수출/NNG, 해외/NNG, 건설/NNG, 사업/NNG, 참여/NNG, 인하/VV, 장기/NNG, 연불수출/NNG, 급증/NNG, 따르/VV, 환위험/NNG, 헤지/NNG, 과정/NNG, 금융기관/NNG, 해외/NNG, 차입/NNG, 분별/NNG, 외채/NNG, 증가/NNG, 가능성/NNG, 국제/NNG;금융시장/NNG;안정/NNG, 국채/NNG;투자/NNG;확대/NNG, 기대/NNG;높/VA;우려/NNG, 원달러/NNG;하락/NNG, 외화/NNG;확보/NNG, 외채/NNG;증가/NNG",Same
7,2011.05.13,금융통화위원회 의사록(2011년도 제13차)(2011.5.13),"외국인/NNG, 채권/NNG, 순매수/NNG, 지속/NNG, 불구/NNG, 재정거래/NNG, 유인/NNG, 확대/NNG, 이유/NNG, 대해/VV, 대해/VV, 현실/NNG, 금리/NNG, 스왑/NNG, 금리/NNG, 영향/NNG, 미치/VV, 요인/NNG, 계속/MAG, 변하/VV, 채권/NNG, 매수/NNG, 자금/NNG, 상당/NNG, 규모/NNG, 헤지/NNG, 캐리/NNG, 투자자금/NNG, 답변/NNG, 어서/MAG, 글로벌/NNG, 금융위기/NNG, 주식/NNG, 투자자금/NNG, 채권/NNG, 투자자금/NNG, 많이/MAG, 빨리/MAG, 유출/NNG, 사실/NNG, 언급/NNG, 채권투자/NNG, 해서/VV, 주식/NNG, 투자/NNG, 안정/NNG, 속단/NNG, 지적/NNG, 재정거래/NNG;유인/NNG;확대/NNG",Up
